"geocode","municipio","urb2000","rur2000","tot2000","prop_urb2000","prop_rur2000","urb2010","rur2010","tot2010","prop_urb2010","prop_rur2010","pop_estimated2006","pop_estimated2017","urb2006e","rur2006e","urb2017e","rur2017e"
140002,"Amajari",799,4495,5294,0.150925576123914,0.849074423876086,1219,8108,9327,0.130695829312748,0.869304170687252,6229,11560,814.104320789107,5414.89567921089,1510.84378685537,10049.1562131446
140010,"Boa Vista",197098,3470,200568,0.982699134458139,0.0173008655418611,277799,6514,284313,0.97708863119168,0.0229113688083204,249655,332020,243935.062220159,5719.93777984125,324412.967328261,7607.03267173853
140015,"Bonfim",3000,6326,9326,0.321681321037958,0.678318678962042,3711,7232,10943,0.339120899204971,0.660879100795029,13220,11945,4483.17828748972,8736.82171251028,4050.79914100338,7894.20085899662
140017,"Cantá",1155,7416,8571,0.134756737836892,0.865243262163108,2257,11645,13902,0.16235074090059,0.83764925909941,10826,16877,1757.60912098979,9068.39087901021,2739.99345417925,14137.0065458207
140020,"Caracaraí",8236,6050,14286,0.576508469830603,0.423491530169397,10910,7488,18398,0.592999239047723,0.407000760952277,18367,20807,10891.6170235895,7475.38297641048,12338.535166866,8468.46483313404
140023,"Caroebe",1977,3715,5692,0.347329585382994,0.652670414617006,3324,4790,8114,0.409662312053241,0.590337687946759,5901,9493,2417.41730342618,3483.58269657382,3888.92432832142,5604.07567167858
140028,"Iracema",3228,1553,4781,0.675172558042251,0.324827441957749,4078,4618,8696,0.468951241950322,0.531048758049678,6290,10859,2949.70331186753,3340.29668813247,5092.34153633855,5766.65846366145
140030,"Mucajaí",7029,4218,11247,0.624966657775407,0.375033342224593,8935,5857,14792,0.604042725797729,0.395957274202272,11722,16852,7080.58883180097,4641.41116819903,10179.3280151433,6672.67198485668
140040,"Normandia",1500,4638,6138,0.244379276637341,0.755620723362659,2311,6629,8940,0.258501118568233,0.741498881431767,5191,10527,1341.8793064877,3849.1206935123,2721.24127516779,7805.75872483221
140045,"Pacaraima",2760,4230,6990,0.394849785407725,0.605150214592275,4514,5919,10433,0.43266558036998,0.56733441963002,8435,12375,3649.53417042078,4785.46582957922,5354.2365570785,7020.7634429215
140047,"Rorainópolis",7185,10208,17393,0.413097223020755,0.586902776979245,10673,13606,24279,0.439598006507682,0.560401993492318,25913,28215,11391.3031426336,14521.6968573664,12403.2577536142,15811.7422463858
140050,"São João da Baliza",3882,1209,5091,0.762522097819682,0.237477902180318,4755,2014,6769,0.702467129561235,0.297532870438765,5494,7740,3859.35440980943,1634.64559019057,5437.09558280396,2302.90441719604
140060,"São Luiz",3447,1864,5311,0.649030314441725,0.350969685558275,4455,2295,6750,0.66,0.34,6702,7597,4423.32,2278.68,5014.02,2582.98
140070,"Uiramutã",525,5277,5802,0.0904860392967942,0.909513960703206,1138,7237,8375,0.135880597014925,0.864119402985075,6543,9836,889.066746268657,5653.93325373134,1336.52155223881,8499.47844776119
150010,"Abaetetuba",70843,48309,119152,0.594559889888546,0.405440110111454,82998,58102,141100,0.58822111977321,0.411778880226789,133316,153380,78419.2868036853,54896.7131963147,90221.355350815,63158.644649185
150013,"Abel Figueiredo",4897,1060,5957,0.822058082927648,0.177941917072352,6034,746,6780,0.889970501474926,0.110029498525074,7131,7231,6346.3796460177,784.620353982301,6435.37669616519,795.623303834808
150020,"Acará",9745,42381,52126,0.186950849863792,0.813049150136208,12621,40948,53569,0.235602680654856,0.764397319345144,63170,54096,14883.0213369673,48286.9786630327,12745.1626127051,41350.8373872949
150030,"Afuá",6782,22723,29505,0.229859345873581,0.770140654126419,9478,25564,35042,0.270475429484618,0.729524570515382,36524,38144,9878.84458649621,26645.1554135038,10317.0147822613,27826.9852177387
150034,"Água Azul do Norte",2827,19257,22084,0.128011229849665,0.871988770150335,4876,20181,25057,0.194596320389512,0.805403679610488,33350,26682,6489.78728499022,26860.2127150098,5192.21902063296,21489.780979367
150040,"Alenquer",25160,16624,41784,0.602144361478078,0.397855638521922,27722,24904,52626,0.526773838026831,0.473226161973169,39697,55246,20911.3410481511,18785.6589518489,29102.1474556303,26143.8525443697
150050,"Almeirim",18916,15041,33957,0.557057455016639,0.442942544983361,19965,13649,33614,0.593948949842328,0.406051050157672,34338,33195,20395.0190396858,13942.9809603142,19716.1353900161,13478.8646099839
150060,"Altamira",62285,15154,77439,0.804310489546611,0.195689510453389,84092,14983,99075,0.848771132980066,0.151228867019934,85649,111435,72696.3987686096,12952.6012313904,94582.8112036336,16852.1887963664
150070,"Anajás",4613,13709,18322,0.25177382381836,0.74822617618164,9494,15265,24759,0.383456520861101,0.616543479138899,21307,28466,8170.30808998748,13136.6919100125,10915.4733228321,17550.5266771679
150080,"Ananindeua",392627,942,393569,0.997606518806105,0.00239348119389484,470819,1161,471980,0.997540150006356,0.0024598499936438,498095,516057,496869.761017416,1225.23898258398,514787.57719183,1269.42280816985
150085,"Anapu",3083,6324,9407,0.327734665674498,0.672265334325502,9833,10710,20543,0.478654529523439,0.521345470476561,6425,27096,3075.35535218809,3349.64464781191,12969.6231319671,14126.3768680329
150090,"Augusto Corrêa",13356,19655,33011,0.404592408591076,0.595407591408924,18240,22257,40497,0.450403733609897,0.549596266390103,34998,44734,15763.2298688792,19234.7701311208,20148.3606193051,24585.6393806949
150095,"Aurora do Pará",5022,14706,19728,0.25456204379562,0.74543795620438,8168,18378,26546,0.307692307692308,0.692307692307692,25174,30471,7745.84615384615,17428.1538461538,9375.69230769231,21095.3076923077
150100,"Aveiro",2980,12538,15518,0.192035056063926,0.807964943936074,3179,12670,15849,0.200580478263613,0.799419521736387,18949,15947,3800.7994826172,15148.2005173828,3198.65688686983,12748.3431131302
150110,"Bagre",4395,9313,13708,0.320615698861978,0.679384301138022,10661,13203,23864,0.446739859202145,0.553260140797854,13607,29808,6078.78926416359,7528.21073583641,13316.4217230976,16491.5782769024
150120,"Baião",10865,10254,21119,0.514465647047682,0.485534352952318,18555,18327,36882,0.50309093866927,0.49690906133073,21893,46110,11014.1699202863,10878.8300797137,23197.52318204,22912.47681796
150125,"Bannach",1189,2591,3780,0.314550264550265,0.685449735449735,1282,2149,3431,0.373651996502477,0.626348003497523,3345,3200,1249.86592830079,2095.13407169921,1195.68638880793,2004.31361119207
150130,"Barcarena",27767,35501,63268,0.438879054182209,0.561120945817791,36297,63562,99859,0.363482510339579,0.636517489660421,76071,121190,27650.4780440421,48420.5219559579,44050.4454280536,77139.5545719464
150140,"Belém",1272354,8260,1280614,0.993549968999246,0.00645003100075433,1381475,11924,1393399,0.991442508570768,0.00855749142923169,1428368,1452275,1416144.75308221,12223.2469177889,1439847.16913461,12427.8308653873
150145,"Belterra",5126,9468,14594,0.351240235713307,0.648759764286693,6852,9466,16318,0.419904400049026,0.580095599950974,17659,17249,7415.09180046574,10243.9081995343,7242.93099644564,10006.0690035544
150150,"Benevides",20912,14634,35546,0.588308107803972,0.411691892196028,28912,22739,51651,0.559756829490233,0.440243170509767,45774,60990,25622.3091130859,20151.6908869141,34139.5690306093,26850.4309693907
150157,"Bom Jesus do Tocantins",6180,6926,13106,0.471539752784984,0.528460247215016,8158,7140,15298,0.533272323179501,0.466727676820499,14232,16517,7589.53170349065,6642.46829650935,8808.05896195581,7708.94103804419
150160,"Bonito",2582,7232,9814,0.263093539841043,0.736906460158957,3827,9803,13630,0.280777696258254,0.719222303741746,10762,15834,3021.72956713133,7740.27043286867,4445.83404255319,11388.1659574468
150170,"Bragança",56572,37207,93779,0.603248061932842,0.396751938067158,72621,40606,113227,0.641375290345942,0.358624709654058,103751,124184,66543.3277486819,37207.6722513181,79648.5490563205,44535.4509436795
150172,"Brasil Novo",4371,12822,17193,0.254231373233293,0.745768626766707,6899,8791,15690,0.439706819630338,0.560293180369662,21386,14689,9403.5700446144,11982.4299553856,6458.85347355003,8230.14652644997
150175,"Brejo Grande do Araguaia",4255,3209,7464,0.570069667738478,0.429930332261522,4308,3009,7317,0.588765887658877,0.411234112341123,8243,7182,4853.19721197212,3389.80278802788,4228.51660516605,2953.48339483395
150178,"Breu Branco",15952,16494,32446,0.491647660728595,0.508352339271405,29308,23185,52493,0.558322061989218,0.441677938010782,46250,64194,25822.3953670013,20427.6046329987,35840.9264473358,28353.0735526642
150180,"Breves",40285,39873,80158,0.502569924399311,0.497430075600689,46560,46300,92860,0.501399956924402,0.498600043075598,86084,99896,43162.5138918802,42921.4861081198,50087.8500969201,49808.1499030799
150190,"Bujaru",6883,14149,21032,0.327263217953595,0.672736782046406,8099,17596,25695,0.315197509243043,0.684802490756957,26143,28331,8240.20848414088,17902.7915158591,8929.86063436466,19401.1393656353
150200,"Cachoeira do Arari",5832,9951,15783,0.369511499714883,0.630488500285117,7356,13087,20443,0.359829770581617,0.640170229418383,17658,23110,6353.8740889302,11304.1259110698,8315.66599814117,14794.3340018588
150195,"Cachoeira do Piriá",2393,13044,15437,0.155017166547904,0.844982833452096,5532,20952,26484,0.20888083371092,0.79111916628908,20759,32947,4336.15722700498,16422.842772995,6881.99682827368,26065.0031717263
150210,"Cametá",40417,57207,97624,0.414006801606162,0.585993198393838,52838,68058,120896,0.437053335097935,0.562946664902065,106816,134100,46684.2890418211,60131.7109581789,58608.8522366331,75491.1477633669
150215,"Canaã dos Carajás",3924,6998,10922,0.3592748580846,0.6407251419154,20727,5989,26716,0.775827219643659,0.224172780356341,13870,36027,10760.7235364576,3109.27646354245,27950.7272421021,8076.27275789789
150220,"Capanema",46329,10790,57119,0.811096132635375,0.188903867364625,50732,12907,63639,0.797184116658024,0.202815883341976,61519,67150,49041.969672685,12477.030327315,53530.9134335863,13619.0865664137
150230,"Capitão Poço",21121,28648,49769,0.424380638550101,0.575619361449899,21441,30452,51893,0.413177114447035,0.586822885552965,52960,52839,21881.859981115,31078.140018885,21831.8655502669,31007.1344497331
150240,"Castanhal",121249,13247,134496,0.901506364501547,0.0984936354984535,153378,19771,173149,0.885815107219793,0.114184892780207,158462,195253,140368.033520263,18093.9664797371,172958.057129986,22294.9428700137
150250,"Chaves",1233,16117,17350,0.0710662824207493,0.928933717579251,2510,18495,21005,0.119495358248036,0.880504641751964,17313,23066,2068.82313734825,15244.1768626517,2756.2799333492,20309.7200666508
150260,"Colares",3238,7394,10632,0.304552294958616,0.695447705041385,3661,7720,11381,0.321676478341095,0.678323521658905,12328,11759,3965.62762498902,8362.37237501098,3782.59370881293,7976.40629118707
150270,"Conceição do Araguaia",29370,14016,43386,0.676946480431476,0.323053519568524,32464,13093,45557,0.712601795552824,0.287398204447176,44375,46571,31621.7046776566,12753.2953223434,33186.5782206906,13384.4217793094
150275,"Concórdia do Pará",10848,10108,20956,0.517656041229242,0.482343958770758,15088,13128,28216,0.53473206691239,0.46526793308761,25176,32395,13462.4145165863,11713.5854834137,17322.6453076269,15072.3546923731
150276,"Cumaru do Norte",1374,4604,5978,0.229842756774841,0.770157243225159,2711,7755,10466,0.259029237531053,0.740970762468947,6207,13093,1607.79447735525,4599.20552264475,3391.46980699408,9701.53019300592
150277,"Curionópolis",13250,6236,19486,0.679975366930104,0.320024633069896,12530,5758,18288,0.685148731408574,0.314851268591426,13785,17453,9444.77526246719,4340.22473753281,11957.9008092738,5495.09919072616
150280,"Curralinho",5400,14616,20016,0.26978417266187,0.73021582733813,10930,17619,28549,0.382850537672073,0.617149462327927,23573,33490,9024.93572454377,14548.0642754562,12821.6645066377,20668.3354933623
150285,"Curuá",2933,6291,9224,0.317974848222029,0.682025151777971,5781,6473,12254,0.471764321854088,0.528235678145912,9945,13996,4691.69618083891,5253.30381916109,6602.81344866982,7393.18655133018
150290,"Curuçá",9943,16217,26160,0.380084097859327,0.619915902140673,12174,22120,34294,0.354989210940689,0.645010789059311,30343,38959,10771.4376275733,19571.5623724267,13830.0246690383,25128.9753309617
150293,"Dom Eliseu",23801,15728,39529,0.60211490298262,0.39788509701738,32516,18803,51319,0.633605487246439,0.366394512753561,50739,58071,32148.5088173971,18590.4911826029,36794.104249888,21276.895750112
150295,"Eldorado do Carajás",14112,15496,29608,0.476627938395028,0.523372061604972,16578,15208,31786,0.521550368086579,0.478449631913421,43013,32892,22433.445982508,20579.554017492,17154.8347071038,15737.1652928962
150300,"Faro",4918,5119,10037,0.489987047922686,0.510012952077314,6128,2049,8177,0.749419102360279,0.250580897639721,15043,7009,11273.5115568057,3769.48844319432,5252.67848844319,1756.32151155681
150304,"Floresta do Araguaia",4874,9410,14284,0.341220946513582,0.658779053486418,8714,9054,17768,0.490432237730752,0.509567762269248,15342,19746,7524.2113912652,7817.7886087348,9684.07496623143,10061.9250337686
150307,"Garrafão do Norte",7018,17203,24221,0.289748565294579,0.710251434705421,8607,16427,25034,0.343812415115443,0.656187584884557,26991,25363,9279.84089638092,17711.1591036191,8720.11428457298,16642.885715427
150309,"Goianésia do Pará",14878,7807,22685,0.65585188450518,0.34414811549482,21082,9354,30436,0.692666579051124,0.307333420948876,31293,39352,21675.6152582468,9617.38474175319,27257.8152188198,12094.1847811802
150310,"Gurupá",6593,16505,23098,0.28543596848212,0.71456403151788,9580,19482,29062,0.32964007982933,0.67035992017067,26150,32458,8620.08808753699,17529.911912463,10699.4577111004,21758.5422888996
150320,"Igarapé-Açu",19489,12911,32400,0.601512345679012,0.398487654320988,21207,14680,35887,0.590938222754758,0.409061777245242,36164,37753,21370.6898877031,14793.3101122969,22309.6907236604,15443.3092763396
150330,"Igarapé-Miri",24983,27621,52604,0.474925861151243,0.525074138848757,26205,31872,58077,0.45121132289891,0.54878867710109,60558,60994,27324.4552921122,33233.5447078878,27521.1834288961,33472.8165711039
150340,"Inhangapi",2036,5645,7681,0.265069652389012,0.734930347610988,2771,7266,10037,0.276078509514795,0.723921490485205,8430,11388,2327.34183520972,6102.65816479028,3143.98206635449,8244.01793364551
150345,"Ipixuna do Pará",4991,20147,25138,0.198544036916222,0.801455963083778,12227,39082,51309,0.238301272681206,0.761698727318794,36851,62237,8781.64019957512,28069.3598004249,14831.1563078602,47405.8436921398
150350,"Irituia",5826,24692,30518,0.190903728946851,0.809096271053149,6524,24840,31364,0.208009182502232,0.791990817497768,30080,31673,6256.91620966713,23823.0837903329,6588.27483739319,25084.7251626068
150360,"Itaituba",64486,30264,94750,0.680591029023747,0.319408970976253,70682,26811,97493,0.724995640712667,0.275004359287333,96515,98523,69972.954263383,26542.045736617,71428.745509934,27094.254490066
150370,"Itupiranga",14754,34901,49655,0.297130198368744,0.702869801631256,20490,30730,51220,0.400039047247169,0.599960952752831,65229,51835,26094.1470128856,39134.8529871144,20736.024014057,31098.975985943
150375,"Jacareacanga",5670,18354,24024,0.236013986013986,0.763986013986014,4930,9173,14103,0.34957101325959,0.65042898674041,34683,8059,12124.1714528824,22558.8285471176,2817.19279585904,5241.80720414096
150380,"Jacundá",34518,6028,40546,0.851329354313619,0.148670645686381,45683,5677,51360,0.889466510903427,0.110533489096573,48368,57526,43021.7161993769,5346.28380062305,51167.4505062305,6358.54949376947
150390,"Juruti",10780,20418,31198,0.345534970190397,0.654465029809603,15852,31234,47086,0.336660578515907,0.663339421484093,37064,56325,12477.9876821136,24586.0123178864,18962.4070849085,37362.5929150915
150400,"Limoeiro do Ajuru",3770,15794,19564,0.192700879165815,0.807299120834185,6197,18824,25021,0.247671955557332,0.752328044442668,21847,28138,5410.88921306103,16436.110786939,6968.9934854722,21169.0065145278
150405,"Mãe do Rio",18738,6613,25351,0.739142440140428,0.260857559859572,23052,4852,27904,0.826118119266055,0.173881880733945,22580,29260,18653.7471330275,3926.25286697248,24172.2161697248,5087.78383027523
150410,"Magalhães Barata",3978,3715,7693,0.517093461588457,0.482906538411543,3795,4320,8115,0.467652495378928,0.532347504621072,7961,8316,3722.98151571164,4238.01848428836,3888.99815157116,4427.00184842884
150420,"Marabá",134373,33647,168020,0.799744078085942,0.200255921914058,186270,47399,233669,0.797153238127437,0.202846761872563,200801,271594,160069.167369227,40731.8326307726,216502.036555983,55091.963444017
150430,"Maracanã",11712,15859,27571,0.424794167784991,0.575205832215009,11656,16720,28376,0.410769664505216,0.589230335494784,29046,28679,11931.2156752185,17114.7843247815,11780.4632083451,16898.5367916549
150440,"Marapanim",9490,15228,24718,0.383930738732907,0.616069261267093,11704,14901,26605,0.439917308776546,0.560082691223454,28141,27569,12379.7129862808,15761.2870137192,12128.0802856606,15440.9197143394
150442,"Marituba",64884,9545,74429,0.871756976447353,0.128243023552647,107123,1123,108246,0.98962548269682,0.0103745173031798,101356,127858,100304.480424219,1051.5195757811,126531.53496665,1326.46503334997
150445,"Medicilândia",6759,14620,21379,0.316151363487534,0.683848636512466,9559,17769,27328,0.349787763466042,0.650212236533958,22631,30726,7916.046875,14714.953125,10747.5788202576,19978.4211797424
150450,"Melgaço",3180,17884,21064,0.150968477022408,0.849031522977592,5503,19305,24808,0.221823605288617,0.778176394711383,25887,26897,5742.34767010642,20144.6523298936,5966.38951144792,20930.6104885521
150460,"Mocajuba",14561,5981,20542,0.708840424496154,0.291159575503846,18279,8452,26731,0.683812801616101,0.316187198383899,22054,30277,15080.8075268415,6973.19247315851,20703.8001945307,9573.19980546931
150470,"Moju",17626,35315,52941,0.33293666534444,0.66706333465556,25162,44856,70018,0.359364734782484,0.640635265217515,62223,79825,22360.7518923705,39862.2481076295,28686.2899540118,51138.7100459882
150480,"Monte Alegre",20921,40413,61334,0.341099553265725,0.658900446734275,24565,30897,55462,0.442915870325628,0.557084129674372,69372,56466,30725.9597562295,38646.0402437705,25009.6875338069,31456.3124661931
150490,"Muaná",7637,17830,25467,0.299878273844583,0.700121726155417,14521,19683,34204,0.42454098935797,0.57545901064203,27758,39231,11784.4087825985,15973.5912174015,16655.1675535025,22575.8324464975
150495,"Nova Esperança do Piriá",5255,13638,18893,0.278145344836712,0.721854655163288,7964,12194,20158,0.395078876872706,0.604921123127294,27943,20789,11039.689056454,16903.310943546,8213.29477130668,12575.7052286933
150497,"Nova Ipixuna",5207,6659,11866,0.43881678745997,0.56118321254003,7726,6919,14645,0.527552065551383,0.472447934448617,14348,16221,7569.31703653124,6778.68296346876,8557.42205530898,7663.57794469102
150500,"Nova Timboteua",4985,6421,11406,0.437050675083289,0.56294932491671,5520,8150,13670,0.403803950256035,0.596196049743965,12869,14942,5196.55303584492,7672.44696415508,6033.63862472568,8908.36137527432
150503,"Novo Progresso",9628,15320,24948,0.385922719256053,0.614077280743947,17717,7407,25124,0.705182295812769,0.294817704187231,39245,25071,27674.8791991721,11570.1208008279,17679.6253383219,7391.37466167808
150506,"Novo Repartimento",15524,26293,41817,0.371236578425042,0.628763421574958,27950,34100,62050,0.45044319097502,0.54955680902498,51627,73802,23255.0306204674,28371.9693795326,33243.6083803384,40558.3916196616
150510,"Óbidos",22978,23512,46490,0.494256829425683,0.505743170574317,25466,23867,49333,0.516206190582369,0.483793809417631,49582,50727,25594.535341455,23987.464658545,26185.5914296718,24541.4085703282
150520,"Oeiras do Pará",7980,15275,23255,0.343152010320361,0.656847989679639,11432,17163,28595,0.399790173107187,0.600209826892813,26554,31619,10616.0282566882,15937.9717433118,12640.9654834761,18978.0345165239
150530,"Oriximiná",29181,19151,48332,0.603761483075395,0.396238516924605,40147,22647,62794,0.639344523362105,0.360655476637895,53999,71078,34523.9649170303,19475.0350829697,45443.3300315317,25634.6699684683
150540,"Ourém",6516,7881,14397,0.452594290477183,0.547405709522817,7438,8873,16311,0.456011280730795,0.543988719269205,15605,17356,7116.05603580406,8488.94396419594,7914.53178836368,9441.46821163632
150543,"Ourilândia do Norte",9689,9782,19471,0.497611832982384,0.502388167017616,19913,7446,27359,0.727840929858547,0.272159070141453,20054,31921,14596.1220073833,5457.87799261669,23233.4103220147,8687.58967798531
150548,"Pacajá",7604,21284,28888,0.263223483799502,0.736776516200498,13747,26232,39979,0.343855524150179,0.656144475849821,31179,46383,10721.0713874784,20457.9286125216,15949.0507766577,30433.9492233423
150549,"Palestina do Pará",3840,3704,7544,0.509013785790032,0.490986214209968,4546,2929,7475,0.608160535117057,0.391839464882943,9033,7386,5493.51411371237,3539.48588628763,4491.87371237458,2894.12628762542
150550,"Paragominas",58240,18210,76450,0.761805101373447,0.238194898626553,76511,21308,97819,0.782169108250953,0.217830891749047,88877,110026,69516.84383402,19360.15616598,86058.9383044194,23967.0616955806
150553,"Parauapebas",59260,12308,71568,0.828023697742008,0.171976302257992,138690,15218,153908,0.901122748655041,0.0988772513449593,95225,202356,85809.4137406762,9415.58625932375,182347.594926839,20008.4050731606
150555,"Pau D'Arco",3212,3912,7124,0.450870297585626,0.549129702414374,3641,2392,6033,0.603514006298691,0.396485993701309,8939,5341,5394.81170230399,3544.18829769601,3223.36830764131,2117.63169235869
150560,"Peixe-Boi",3901,3859,7760,0.50270618556701,0.49729381443299,4169,3685,7854,0.530812324929972,0.469187675070028,9086,7860,4822.96078431373,4263.03921568627,4172.18487394958,3687.81512605042
150563,"Piçarra",2755,9916,12671,0.21742561755189,0.78257438244811,3581,9116,12697,0.282035126407813,0.717964873592187,14389,12632,4058.20343388202,10330.796566118,3562.66771678349,9069.33228321651
150565,"Placas",3534,9860,13394,0.26384948484396,0.73615051515604,4854,19080,23934,0.202807721233392,0.797192278766608,15614,30109,3166.63975933818,12447.3602406618,6106.33767861619,24002.6623213838
150570,"Ponta de Pedras",8641,10053,18694,0.462233871830534,0.537766128169466,12424,13575,25999,0.477864533251279,0.522135466748721,20316,30219,9708.29585753298,10607.704142467,14440.5883303204,15778.4116696796
150580,"Portel",17325,20718,38043,0.455405725100544,0.544594274899456,24852,27320,52172,0.476347466073756,0.523652533926244,44393,60322,21146.4930614123,23246.5069385877,28734.2318485011,31587.7681514989
150590,"Porto de Moz",10230,13315,23545,0.434487152261627,0.565512847738373,14583,19373,33956,0.429467546236306,0.570532453763694,29890,39991,12836.7849570032,17053.2150429968,17174.8366415361,22816.1633584639
150600,"Prainha",7149,20152,27301,0.261858539980221,0.73814146001978,8959,20390,29349,0.305257419332856,0.694742580667144,30278,29067,9242.58414256022,21035.4158574398,8872.91740774813,20194.0825922519
150610,"Primavera",6369,3349,9718,0.655381765795431,0.344618234204569,6391,3877,10268,0.622419166342034,0.377580833657967,11014,10534,6855.32469809116,4158.67530190884,6556.56349824698,3977.43650175302
150611,"Quatipuru",4339,6566,10905,0.397890875745071,0.602109124254929,5313,7098,12411,0.428087986463621,0.571912013536379,12189,13237,5217.96446700508,6971.03553299492,5666.60067681895,7570.39932318105
150613,"Redenção",59613,3638,63251,0.942483122796478,0.0575168772035225,70065,5491,75556,0.927325427497485,0.0726745725025147,72085,82464,66846.2534411562,5238.74655884378,76470.9640531526,5993.03594684738
150616,"Rio Maria",12840,4658,17498,0.733798148359812,0.266201851640187,13512,4185,17697,0.763519240549246,0.236480759450754,10818,17705,8259.75114426174,2558.24885573826,13518.1081539244,4186.89184607561
150618,"Rondon do Pará",30061,9809,39870,0.753975420115375,0.246024579884625,34696,12268,46964,0.738778638957499,0.261221361042501,46311,50925,34213.5775487608,12097.4224512392,37622.3021889107,13302.6978110893
150619,"Rurópolis",8419,16241,24660,0.341403081914031,0.658596918085969,15273,24814,40087,0.380996332975778,0.619003667024222,28497,49093,10857.2525008107,17639.7474991893,18704.2529747799,30388.7470252201
150620,"Salinópolis",30417,3032,33449,0.909354539747078,0.0906454602529224,33391,4030,37421,0.892306458940167,0.107693541059833,41416,39569,36955.764303466,4460.23569653404,35307.6742738035,4261.32572619652
150630,"Salvaterra",8651,6467,15118,0.572231776690038,0.427768223309962,12672,7511,20183,0.627855125600753,0.372144874399247,17505,23096,10990.6039736412,6514.39602635882,14500.941980875,8595.05801912501
150635,"Santa Bárbara do Pará",4009,7369,11378,0.352346633854808,0.647653366145192,5458,11683,17141,0.318417828598098,0.681582171401902,13313,20492,4239.09655212648,9073.90344787352,6525.01814363223,13966.9818563678
150640,"Santa Cruz do Arari",2245,3010,5255,0.42721217887726,0.57278782112274,3994,4161,8155,0.48976088289393,0.51023911710607,5611,9845,2748.04831391784,2862.95168608216,4821.69589209074,5023.30410790926
150650,"Santa Izabel do Pará",33078,10149,43227,0.765216184329239,0.234783815670761,43000,16466,59466,0.723102276931356,0.276897723068644,50543,68836,36547.7583829415,13995.2416170585,49775.4683348468,19060.5316651532
150655,"Santa Luzia do Pará",8442,10958,19400,0.435154639175258,0.564845360824742,8693,10731,19424,0.447539126853377,0.552460873146623,19818,19316,8869.33041598023,10948.6695840198,8644.66577429984,10671.3342257002
150658,"Santa Maria das Barreiras",1457,9498,10955,0.132998630762209,0.867001369237791,6357,10849,17206,0.369464140416134,0.630535859583866,13710,20849,5065.3533651052,8644.64663489481,7702.95786353598,13146.042136464
150660,"Santa Maria do Pará",11709,9141,20850,0.56158273381295,0.43841726618705,13328,9698,23026,0.578823938156866,0.421176061843134,22996,24186,13310.6352818553,9685.3647181447,13999.435768262,10186.564231738
150670,"Santana do Araguaia",17326,13892,31218,0.555000320328016,0.444999679671984,29663,26490,56153,0.528253165458658,0.471746834541342,42523,70764,22462.9093547985,20060.0906452015,37381.3070005164,33382.6929994836
150680,"Santarém",186297,76241,262538,0.709600134075829,0.290399865924171,215790,78790,294580,0.732534455835427,0.267465544164573,276074,296302,202233.71736031,73840.2826396904,217051.424332949,79250.5756670514
150690,"Santarém Novo",1488,3946,5434,0.273831431726169,0.726168568273831,1809,4332,6141,0.294577430385931,0.705422569614069,6135,6526,1807.23253541768,4327.76746458232,1922.41231069858,4603.58768930142
150700,"Santo Antônio do Tauá",10388,9447,19835,0.523720695739854,0.476279304260146,14871,11803,26674,0.557509184974132,0.442490815025868,21836,30611,12173.7705630951,9662.22943690485,17065.9136612432,13545.0863387568
150710,"São Caetano de Odivelas",6550,9045,15595,0.420006412311638,0.579993587688362,6958,9933,16891,0.41193535018649,0.58806464981351,14608,17563,6017.55159552424,8590.44840447576,7234.82055532532,10328.1794446747
150715,"São Domingos do Araguaia",10878,9127,20005,0.543764058985254,0.456235941014746,15254,7876,23130,0.659489840034587,0.340510159965413,24230,24859,15979.438824038,8250.56117596196,16394.2579334198,8464.7420665802
150720,"São Domingos do Capim",5877,21528,27405,0.214449917898194,0.785550082101806,6589,23257,29846,0.2207666018897,0.7792333981103,32231,31123,7115.52834550694,25115.4716544931,6870.91895061315,24252.0810493869
150730,"São Félix do Xingu",12530,22091,34621,0.361919066462552,0.638080933537448,45113,46227,91340,0.49390190497044,0.50609809502956,41813,124806,20651.520352529,21161.479647471,61641.9211517408,63164.0788482592
150740,"São Francisco do Pará",4907,9338,14245,0.344471744471744,0.655528255528256,5113,9947,15060,0.339508632138114,0.660491367861886,16186,15454,5495.28671978752,10690.7132802125,5246.76640106242,10207.2335989376
150745,"São Geraldo do Araguaia",11933,15713,27646,0.431635679664328,0.568364320335672,13590,11997,25587,0.531129088990503,0.468870911009497,27242,24188,14469.0186422793,12772.9813577207,12846.9504045023,11341.0495954977
150746,"São João da Ponta",1051,2984,4035,0.260470879801735,0.739529120198265,1031,4234,5265,0.195821462488129,0.804178537511871,3916,5970,766.836847103514,3149.16315289649,1169.05413105413,4800.94586894587
150747,"São João de Pirabas",9832,7652,17484,0.562342713337909,0.437657286662091,10487,10160,20647,0.507918825979561,0.492081174020439,18389,22415,9340.11929093815,9048.88070906185,11385.0004843319,11029.9995156681
150750,"São João do Araguaia",2413,9834,12247,0.197027843553523,0.802972156446477,2586,10569,13155,0.196579247434436,0.803420752565564,17207,13616,3382.53911060433,13824.4608893957,2676.62303306727,10939.3769669327
150760,"São Miguel do Guamá",24457,16909,41366,0.591234347048301,0.408765652951699,31884,19683,51567,0.618302402699401,0.381697597300599,47599,57364,29430.5760660888,18168.4239339112,35468.2990284484,21895.7009715516
