"geocode","municipio","urb2000","rur2000","tot2000","prop_urb2000","prop_rur2000","urb2010","rur2010","tot2010","prop_urb2010","prop_rur2010","pop_estimated2006","pop_estimated2017","urb2006e","rur2006e","urb2017e","rur2017e"
110100,"Governador Jorge Teixeira",1558,12083,13641,0.114214500403196,0.885785499596804,2361,8151,10512,0.224600456621005,0.775399543378995,18786,9745,4219.34417808219,14566.6558219178,2188.73144977169,7556.26855022831
110010,"Guajará-Mirim",33035,5010,38045,0.868313838875016,0.131686161124984,35207,6449,41656,0.845184367198003,0.154815632801997,42082,47451,35567.0485404264,6514.95145957365,40104.8434079124,7346.15659208757
110110,"Itapuã do Oeste",3677,3145,6822,0.538991498094401,0.4610085019056,5222,3344,8566,0.609619425636236,0.390380574363764,8699,10310,5303.07938360962,3395.92061639038,6285.1762783096,4024.8237216904
110011,"Jaru",29577,24023,53600,0.551809701492537,0.448190298507463,35118,16887,52005,0.675281222959331,0.324718777040669,56242,55871,37979.1665416787,18262.8334583213,37728.6372079608,18142.3627920392
110012,"Ji-Paraná",91013,15787,106800,0.852181647940075,0.147818352059925,104858,11752,116610,0.899219620958751,0.100780379041249,113453,132667,102019.163656633,11433.8363433668,119296.769453735,13370.2305462653
110013,"Machadinho D'Oeste",10981,11758,22739,0.482914815954967,0.517085184045033,16173,14962,31135,0.519447567046732,0.480552432953268,29711,38609,15433.3066645255,14277.6933354745,20055.3511161073,18553.6488838927
110120,"Ministro Andreazza",2160,9182,11342,0.19044260271557,0.80955739728443,3074,7278,10352,0.296947449768161,0.703052550231839,11223,10751,3332.64122874807,7890.35877125193,3192.4820324575,7558.5179675425
110130,"Mirante da Serra",5733,7421,13154,0.435837007754295,0.564162992245705,6444,5434,11878,0.542515575012628,0.457484424987372,14152,12258,7677.68041757872,6474.31958242128,6650.1559185048,5607.8440814952
110140,"Monte Negro",5722,6905,12627,0.453155935693355,0.546844064306644,7390,6701,14091,0.524448229366262,0.475551770633738,16881,16186,8853.21055993187,8027.78944006813,8488.71904052232,7697.28095947768
110014,"Nova Brasilândia D'Oeste",6424,10643,17067,0.376398898459014,0.623601101540986,8380,11494,19874,0.421656435543927,0.578343564456073,18005,21747,7591.9241219684,10413.0758780316,9169.76250377377,12577.2374962262
110033,"Nova Mamoré",7247,7531,14778,0.490391121938016,0.509608878061984,13067,9479,22546,0.579570655548656,0.420429344451344,20343,28891,11790.2058458263,8552.79415417369,16744.3758094562,12146.6241905438
110143,"Nova União",1329,6904,8233,0.161423539414551,0.838576460585449,1541,5952,7493,0.20565861470706,0.79434138529294,9526,7769,1959.10396369945,7566.89603630055,1597.76177765915,6171.23822234085
110050,"Novo Horizonte do Oeste",1344,10932,12276,0.109481915933529,0.890518084066471,1733,8507,10240,0.16923828125,0.83076171875,12916,10051,2185.881640625,10730.118359375,1701.01396484375,8349.98603515625
110015,"Ouro Preto do Oeste",26541,14343,40884,0.649178162606399,0.350821837393601,28180,9748,37928,0.742986711664206,0.257013288335794,40735,39759,30265.5636996414,10469.4363003586,29540.4086690572,10218.5913309428
110145,"Parecis",1134,2488,3622,0.313086692435119,0.686913307564881,1774,3036,4810,0.368814968814969,0.631185031185031,3204,5904,1181.68316008316,2022.31683991684,2177.48357588358,3726.51642411642
110018,"Pimenta Bueno",26423,5329,31752,0.832168052406148,0.167831947593852,29417,4405,33822,0.869759328247886,0.130240671752114,31415,38051,27323.4892969073,4091.51070309266,33095.2121991603,4955.78780083969
110146,"Pimenteiras do Oeste",1398,1129,2527,0.553225168183617,0.446774831816383,1292,1023,2315,0.558099352051836,0.441900647948164,2633,2410,1469.47559395248,1163.52440604752,1345.01943844492,1064.98056155508
110020,"Porto Velho",273709,60952,334661,0.817869426075939,0.18213057392406,390733,37794,428527,0.91180485710352,0.0881951428964803,380974,519436,347373.943630156,33600.0563698437,473624.267754424,45811.7322455761
110025,"Presidente Médici",12174,14191,26365,0.461748530248435,0.538251469751565,13303,9016,22319,0.596039249070299,0.403960750929701,25313,22124,15087.5415117165,10225.4584882835,13186.7723464313,8937.22765356871
110147,"Primavera de Rondônia",1159,3152,4311,0.268847135235444,0.731152864764556,1284,2240,3524,0.364358683314415,0.635641316685585,4393,3411,1600.62769580023,2792.37230419977,1242.82746878547,2168.17253121453
110026,"Rio Crespo",867,2070,2937,0.295199182839632,0.704800817160368,1064,2252,3316,0.32086851628468,0.67913148371532,3603,3829,1156.0892641737,2446.9107358263,1228.60554885404,2600.39445114596
110028,"Rolim de Moura",34421,12961,47382,0.72645730446161,0.27354269553839,41429,9219,50648,0.817978992260306,0.182021007739694,49907,57074,40822.8775667351,9084.12243326489,46685.3330042647,10388.6669957353
110029,"Santa Luzia D'Oeste",4887,6716,11603,0.421184176506076,0.578815823493924,4525,4361,8886,0.509227999099707,0.490772000900293,11067,8198,5635.62626603646,5431.37373396354,4174.6511366194,4023.3488633806
110148,"São Felipe D'Oeste",1031,6025,7056,0.146116780045351,0.853883219954649,1444,4574,6018,0.239946826188102,0.760053173811898,7266,5994,1743.45363908275,5522.54636091725,1438.24127617149,4555.75872382851
110149,"São Francisco do Guaporé",5226,5859,11085,0.471447902571042,0.528552097428958,8227,7808,16035,0.513065169940755,0.486934830059245,17610,19694,9035.07764265669,8574.92235734331,10104.3054568132,9589.69454318678
110032,"São Miguel do Guaporé",6476,17398,23874,0.271257434866382,0.728742565133618,8470,13358,21828,0.388033718160161,0.611966281839839,31198,24181,12105.8759391607,19092.1240608393,9383.04333883086,14797.9566611691
110150,"Seringueiras",3792,7863,11655,0.325353925353925,0.674646074646075,4397,7232,11629,0.378106457992949,0.621893542007051,16225,12653,6134.77728093559,10090.2227190644,4784.18101298478,7868.81898701522
110155,"Teixeirópolis",1154,4464,5618,0.205411178355287,0.794588821644713,1716,3172,4888,0.351063829787234,0.648936170212766,5894,4931,2069.17021276596,3824.82978723404,1731.09574468085,3199.90425531915
110160,"Theobroma",1515,9625,11140,0.135996409335727,0.864003590664273,1978,8671,10649,0.185745140388769,0.814254859611231,14326,11350,2660.9848812095,11665.0151187905,2108.20734341253,9241.79265658747
110170,"Urupá",4002,10878,14880,0.268951612903226,0.731048387096774,5137,7837,12974,0.395945737629104,0.604054262370896,17761,13106,7032.39224603052,10728.6077539695,5189.26483736704,7916.73516263296
110175,"Vale do Anari",1836,5901,7737,0.237301279565723,0.762698720434277,3192,6192,9384,0.340153452685422,0.659846547314578,10962,11149,3728.7621483376,7233.2378516624,3792.37084398977,7356.62915601023
110180,"Vale do Paraíso",1840,8023,9863,0.186555814660854,0.813444185339146,2276,5934,8210,0.277222898903776,0.722777101096224,10442,8047,2894.76151035323,7547.23848964677,2230.81266747868,5816.18733252132
110030,"Vilhena",50601,2997,53598,0.944083734467704,0.055916265532296,72218,3984,76202,0.947717907666465,0.0522820923335345,65807,95630,62366.4723498071,3440.5276501929,90630.2635101441,4999.7364898559
120001,"Acrelândia",3506,4429,7935,0.441839949590422,0.558160050409578,5916,6622,12538,0.471845589408199,0.528154410591801,11786,14366,5561.17211676503,6224.82788323497,6778.53373743819,7587.46626256181
120005,"Assis Brasil",2151,1339,3490,0.616332378223496,0.383667621776504,3700,2372,6072,0.60935441370224,0.39064558629776,5153,6986,3140.00329380764,2012.99670619236,4256.94993412385,2729.05006587615
120010,"Brasiléia",9026,7987,17013,0.530535472873685,0.469464527126315,14257,7141,21398,0.666277222170296,0.333722777829704,18056,24765,12030.3015235069,6025.69847649313,16500.3554070474,8264.64459295261
120013,"Bujari",1628,4198,5826,0.279437006522485,0.720562993477515,3693,4778,8471,0.43595797426514,0.56404202573486,8751,9664,3815.06823279424,4935.93176720576,4213.09786329831,5450.90213670169
120017,"Capixaba",1521,3685,5206,0.29216288897426,0.70783711102574,3929,4869,8798,0.446578767901796,0.553421232098204,7403,11136,3306.02261877699,4096.97738122301,4973.1011593544,6162.8988406456
120020,"Cruzeiro do Sul",38971,28470,67441,0.577853234679201,0.422146765320799,55326,23181,78507,0.704726967022049,0.295273032977951,86725,82622,61117.4462149872,25607.5537850128,58225.9514692957,24396.0485307043
120025,"Epitaciolândia",7404,3624,11028,0.671381936887922,0.328618063112078,10618,4482,15100,0.70317880794702,0.29682119205298,14193,17340,9980.21682119205,4212.78317880795,12193.1205298013,5146.87947019868
120030,"Feijó",11240,15482,26722,0.420627198562982,0.579372801437018,16636,15776,32412,0.513266691348883,0.486733308651117,39365,32360,20204.7433049488,19160.2566950512,16609.3101320499,15750.6898679501
120032,"Jordão",863,3591,4454,0.193758419398294,0.806241580601706,2272,4305,6577,0.345446252090619,0.654553747909381,4662,7858,1610.47042724646,3051.52957275353,2714.51664892808,5143.48335107192
120033,"Mâncio Lima",5794,5301,11095,0.522217214961694,0.477782785038306,8750,6456,15206,0.575430751019334,0.424569248980666,13116,17910,7547.34973036959,5568.65026963041,10305.9647507563,7604.03524924372
120034,"Manoel Urbano",3281,3093,6374,0.514747411358645,0.485252588641356,5278,2703,7981,0.661320636511715,0.338679363488285,7843,8886,5186.73775216138,2656.26224783862,5876.4951760431,3009.5048239569
120035,"Marechal Thaumaturgo",985,7310,8295,0.118746232670283,0.881253767329717,3969,10258,14227,0.27897659380052,0.72102340619948,8482,17897,2366.27946861601,6115.72053138399,4992.84409924791,12904.1559007521
120038,"Plácido de Castro",6979,8193,15172,0.459992090693383,0.540007909306617,10382,6827,17209,0.603288976698239,0.396711023301761,17014,18510,10264.3586495438,6749.64135045616,11166.8789586844,7343.12104131559
120080,"Porto Acre",1293,10125,11418,0.113242249080399,0.886757750919601,1982,12898,14880,0.133198924731183,0.866801075268817,12335,17459,1643.00873655914,10691.9912634409,2325.52002688172,15133.4799731183
120039,"Porto Walter",1441,4044,5485,0.262716499544212,0.737283500455788,3323,5853,9176,0.362140366172624,0.637859633827376,4851,11353,1756.7429163034,3094.2570836966,4111.3795771578,7241.6204228422
120040,"Rio Branco",226298,26761,253059,0.894249957519788,0.105750042480212,308545,27493,336038,0.918184848142174,0.0818151518578256,314127,383443,288426.651792357,25700.3482076432,352071.55272618,31371.4472738202
120042,"Rodrigues Alves",2632,5461,8093,0.325219325342889,0.674780674657111,4315,10074,14389,0.299881854194176,0.700118145805824,9989,17945,2995.51984154563,6993.48015845437,5381.37987351449,12563.6201264855
120043,"Santa Rosa do Purus",518,1728,2246,0.230632235084595,0.769367764915405,1892,2799,4691,0.403325516947346,0.596674483052654,3583,6230,1445.11532722234,2137.88467277766,2512.71797058197,3717.28202941803
120050,"Sena Madureira",16155,13265,29420,0.549116247450714,0.450883752549286,25112,12917,38029,0.660338162980883,0.339661837019117,33614,43139,22196.6070104394,11417.3929895606,28486.3280128323,14652.6719871677
120045,"Senador Guiomard",8640,11121,19761,0.437224836799757,0.562775163200243,12703,7476,20179,0.629515833292036,0.370484166707964,21000,21552,13219.8324991328,7780.16750086724,13567.32523911,7984.67476089003
120060,"Tarauacá",13946,12091,26037,0.535622383531129,0.464377616468871,19351,16239,35590,0.543720146108457,0.456279853891543,30711,40024,16698.1894071368,14012.8105928632,21761.8551278449,18262.1448721551
120070,"Xapuri",5995,5961,11956,0.501421880227501,0.498578119772499,10330,5761,16091,0.641973774159468,0.358026225840532,13893,18174,8918.94164439749,4974.05835560251,11667.2313715742,6506.76862842583
130002,"Alvarães",5314,6836,12150,0.437366255144033,0.562633744855967,7887,6201,14088,0.559838160136286,0.440161839863714,14776,15908,8272.16865417377,6503.83134582623,8905.90545144804,7002.09454855196
130006,"Amaturá",3930,3378,7308,0.537766830870279,0.462233169129721,4960,4507,9467,0.523925213900919,0.476074786099081,9150,11242,4793.91570719341,4356.08429280659,5889.96725467413,5352.03274532587
130008,"Anamã",2064,4499,6563,0.314490324546701,0.685509675453299,4174,6040,10214,0.408654787546505,0.591345212453495,6949,12978,2839.74211866066,4109.25788133934,5303.52183277854,7674.47816722146
130010,"Anori",7229,4091,11320,0.638604240282685,0.361395759717314,10000,6317,16317,0.612857755714899,0.387142244285101,12990,20196,7961.02224673653,5028.97775326347,12377.2752344181,7818.72476558191
130014,"Apuí",6126,7738,13864,0.441863819965378,0.558136180034622,10595,7412,18007,0.588382295773866,0.411617704226134,19694,21406,11587.6009329705,8106.39906702949,12594.9114233354,8811.08857666463
130020,"Atalaia do Norte",4175,5874,10049,0.415464225296049,0.584535774703951,6893,8260,15153,0.454893420444796,0.545106579555204,11523,19054,5241.73688378539,6281.26311621461,8667.53923315515,10386.4607668448
130030,"Autazes",10150,14195,24345,0.416923392893818,0.583076607106182,13893,18242,32135,0.432332347907266,0.567667652092734,29534,38454,12768.5035630932,16765.4964369068,16624.908106426,21829.091893574
130040,"Barcelos",7954,16243,24197,0.328718436169773,0.671281563830227,11157,14561,25718,0.433820670347616,0.566179329652383,33633,27743,14590.6906058014,19042.3093941986,12035.4868574539,15707.5131425461
130050,"Barreirinha",9248,13331,22579,0.409584126843527,0.590415873156473,12418,14937,27355,0.453957229025772,0.546042770974228,27069,31542,12288.1682324986,14780.8317675014,14318.7189179309,17223.2810820691
130060,"Benjamin Constant",14171,9048,23219,0.610319135191007,0.389680864808993,20138,13273,33411,0.60273562599144,0.39726437400856,26737,41329,16115.3424321331,10621.6575678669,24910.4606866002,16418.5393133998
130063,"Beruri",4959,6079,11038,0.449266171407864,0.550733828592136,7778,7708,15486,0.502260105902105,0.497739894097895,13620,18978,6840.78264238667,6779.21735761333,9531.89228981015,9446.10771018985
130068,"Boa Vista do Ramos",5017,5465,10482,0.478630032436558,0.521369967563442,7550,7429,14979,0.504038987916416,0.495961012083584,12617,18483,6359.45991054142,6257.54008945858,9316.15261365912,9166.84738634088
130070,"Boca do Acre",14614,12345,26959,0.542082421454802,0.457917578545198,19348,11284,30632,0.631627056672761,0.368372943327239,28480,34176,17988.7385740402,10491.2614259598,21586.4862888483,12589.5137111517
130080,"Borba",11246,17373,28619,0.392955728711695,0.607044271288305,14434,20527,34961,0.412860044049083,0.587139955950917,36793,40464,15190.3596006979,21602.6403993021,16705.9688224021,23758.0311775979
130083,"Caapiranga",3115,5688,8803,0.353856639781893,0.646143360218107,5140,5835,10975,0.468337129840547,0.531662870159453,10215,12820,4784.06378132118,5430.93621867882,6004.08200455581,6815.91799544419
130090,"Canutama",5439,5298,10737,0.50656607991059,0.49343392008941,6682,6056,12738,0.524572146333804,0.475427853666196,9723,15490,5100.41497880358,4622.58502119642,8125.62254671063,7364.37745328937
130100,"Carauari",16876,6545,23421,0.720549933820076,0.279450066179924,19744,6030,25774,0.766043299449057,0.233956700550943,26377,28337,20205.9241095678,6171.07589043222,21707.3689764879,6629.63102351207
130110,"Careiro",5877,21677,27554,0.213290266386006,0.786709733613994,9437,23297,32734,0.288293517443637,0.711706482556363,24499,37399,7062.90288385165,17436.0971161483,10781.8892588746,26617.1107411254
130115,"Careiro da Várzea",806,16461,17267,0.0466786355475763,0.953321364452424,1000,22930,23930,0.0417885499373172,0.958211450062683,16626,29190,694.776431257835,15931.2235687422,1219.80777267029,27970.1922273297
130120,"Coari",39504,27592,67096,0.588768331942292,0.411231668057708,49651,26314,75965,0.653603633252156,0.346396366747844,87468,84762,57169.4025932996,30298.5974067004,55400.7511617192,29361.2488382808
130130,"Codajás",11289,6218,17507,0.644827783172445,0.355172216827555,15806,7400,23206,0.681116952512281,0.318883047487719,20407,27817,13899.5536499181,6507.44635008187,18946.6302680341,8870.36973196587
130140,"Eirunepé",16781,9293,26074,0.643591317020787,0.356408682979213,22166,8499,30665,0.722843632806131,0.277156367193869,30125,34888,21775.6644382847,8349.33556171531,25218.5686613403,9669.43133865971
130150,"Envira",6745,12315,19060,0.353882476390346,0.646117523609654,10552,5786,16338,0.645856285959114,0.354143714040886,13746,19492,8877.94050679398,4868.05949320602,12589.030725915,6902.96927408496
130160,"Fonte Boa",11633,19876,31509,0.369196102700816,0.630803897299184,15115,7702,22817,0.662444668448964,0.337555331551037,39144,19669,25930.7341017662,13213.2658982338,13029.6241837227,6639.37581627734
130165,"Guajará",6220,7000,13220,0.470499243570348,0.529500756429652,7427,6547,13974,0.531487047373694,0.468512952626306,12228,16339,6499.02361528553,5728.97638471447,8683.96686703879,7655.03313296121
130170,"Humaitá",23991,8805,32796,0.731522136845957,0.268477863154043,30501,13726,44227,0.689646595970787,0.310353404029213,28498,53383,19653.5486919755,8844.45130802451,36815.4042327085,16567.5957672915
130180,"Ipixuna",5765,8994,14759,0.390609119859069,0.609390880140931,9499,12755,22254,0.426844612204548,0.573155387795452,17806,28299,7600.39516491417,10205.6048350858,12079.2756807765,16219.7243192235
130185,"Iranduba",9940,22363,32303,0.307711358078197,0.692288641921803,28979,11802,40781,0.710600524754175,0.289399475245825,42812,47407,30422.2296657757,12389.7703342243,33687.4390770212,13719.5609229788
130190,"Itacoatiara",46465,25640,72105,0.6444074613411,0.3555925386589,58157,28682,86839,0.669710613894679,0.330289386105321,81674,99854,54697.944679234,26976.055320766,66873.2836398392,32980.7163601608
130195,"Itamarati",3103,5303,8406,0.369141089697835,0.630858910302165,4472,3566,8038,0.556357302811645,0.443642697188355,7919,8128,4405.79348096541,3513.20651903459,4522.07215725305,3605.92784274695
130200,"Itapiranga",5295,2014,7309,0.724449309071008,0.275550690928992,6451,1760,8211,0.785653391791499,0.214346608208501,8866,9125,6965.60297162343,1900.39702837657,7169.08720009743,1955.91279990257
130210,"Japurá",2283,8002,10285,0.221973748176957,0.778026251823043,3298,4028,7326,0.45017745017745,0.54982254982255,13096,4205,5895.52388752389,7200.47611247611,1892.99617799618,2312.00382200382
130220,"Juruá",3052,3532,6584,0.463547995139733,0.536452004860267,5686,5116,10802,0.526384002962414,0.473615997037586,7687,13956,4046.31383077208,3640.68616922792,7346.21514534346,6609.78485465654
130230,"Jutaí",7725,14775,22500,0.343333333333333,0.656666666666667,10552,7440,17992,0.586482881280569,0.413517118719431,27955,15824,16395.1289461983,11559.8710538017,9280.50511338373,6543.49488661627
130240,"Lábrea",19276,9680,28956,0.665699682276558,0.334300317723442,24207,13494,37701,0.642078459457309,0.357921540542691,26020,44861,16706.8815150792,9313.11848492083,28804.2817697143,16056.7182302857
130250,"Manacapuru",47662,26033,73695,0.64674672637221,0.35325327362779,60174,24967,85141,0.706757026579439,0.293242973420561,84656,96460,59831.222842109,24824.777157891,68173.7827838527,28286.2172161473
130255,"Manaquiri",4165,8546,12711,0.327668948155141,0.672331051844859,7062,15739,22801,0.309723257751853,0.690276742248147,14140,30222,4379.4868646112,9760.5131353888,9360.4562957765,20861.5437042235
130260,"Manaus",1396768,9067,1405835,0.993550452222345,0.00644954777765527,1792881,9133,1802014,0.994931781884048,0.00506821811595248,1688524,2130264,1679966.19207398,8557.80792602059,2119467.35740344,10796.6425965615
130270,"Manicoré",15339,22699,38038,0.403254640096745,0.596745359903255,20349,26668,47017,0.432800901801476,0.567199098198524,38168,54708,16519.1448199587,21648.8551800413,23677.6717357552,31030.3282642448
130280,"Maraã",4521,12558,17079,0.264711048656245,0.735288951343755,8753,8775,17528,0.499372432679142,0.500627567320858,20836,18531,10404.9240073026,10431.0759926974,9253.87054997718,9277.12945002282
130290,"Maués",21179,18857,40036,0.52899890098911,0.47100109901089,25832,26404,52236,0.494524848763305,0.505475151236695,46873,62212,23179.8632360824,23693.1367639176,30765.3798912627,31446.6201087373
130300,"Nhamundá",6308,9047,15355,0.410810810810811,0.589189189189189,7010,11268,18278,0.383521172994857,0.616478827005143,16864,20902,6467.70106138527,10396.2989386147,8016.35955793851,12885.6404420615
130310,"Nova Olinda do Norte",10262,13463,23725,0.432539515279241,0.567460484720759,13626,17070,30696,0.443901485535575,0.556098514464425,31450,36431,13960.7017200938,17489.2982799062,16171.7750195465,20259.2249804535
130320,"Novo Airão",6984,2667,9651,0.72365557973267,0.27634442026733,9499,5224,14723,0.645181009305169,0.354818990694831,6516,18586,4203.99945663248,2312.00054336752,11991.3342389459,6594.66576105413
130330,"Novo Aripuanã",9054,8065,17119,0.528886033062679,0.471113966937321,14074,7377,21451,0.656099948720339,0.343900051279661,21051,25112,13811.5600205119,7239.43997948814,16475.9819122652,8636.01808773484
130340,"Parintins",58125,32025,90150,0.644758735440932,0.355241264559068,69890,32143,102033,0.684974469044329,0.315025530955671,112636,113832,77152.784295277,35483.215704723,77972.013760254,35859.986239746
130350,"Pauini",6970,10122,17092,0.407793119588111,0.592206880411889,9264,8902,18166,0.509963668391501,0.490036331608499,17131,19597,8736.1876032148,8394.8123967852,9993.75800946824,9603.24199053176
130353,"Presidente Figueiredo",8407,8987,17394,0.483327584224445,0.516672415775555,13001,14174,27175,0.478417663293468,0.521582336706532,24781,34574,11855.6681140754,12925.3318859246,16540.8122907084,18033.1877092916
130356,"Rio Preto da Eva",6232,11350,17582,0.354453418268684,0.645546581731316,12205,13514,25719,0.474551887709475,0.525448112290524,25513,32001,12107.2423111318,13405.7576888682,15186.1349585909,16814.8650414091
130360,"Santa Isabel do Rio Negro",4220,6341,10561,0.399583372786668,0.600416627213332,6856,11290,18146,0.37782431389838,0.62217568610162,7077,23765,2673.86266945883,4403.13733054117,8978.994819795,14786.005180205
130370,"Santo Antônio do Içá",7906,20307,28213,0.280225427994187,0.719774572005813,12947,11534,24481,0.528859115232221,0.471140884767779,36098,23075,19090.7563416527,17007.2436583473,12203.4240839835,10871.5759160165
130380,"São Gabriel da Cachoeira",12373,17574,29947,0.413163255083982,0.586836744916018,19054,18842,37896,0.502797128984589,0.497202871015411,34827,44553,17510.9156111463,17316.0843888537,22401.1204876504,22151.8795123496
130390,"São Paulo de Olivença",8770,14343,23113,0.379440141911478,0.620559858088522,14263,17159,31422,0.453917637324168,0.546082362675832,29916,38047,13579.4000381898,16336.5999618102,17270.2043472726,20776.7956527274
130395,"São Sebastião do Uatumã",4717,2443,7160,0.658798882681564,0.341201117318436,5904,4801,10705,0.551517982251284,0.448482017748716,9039,13421,4985.17104156936,4053.82895843064,7401.92283979449,6019.07716020551
130400,"Silves",3363,4422,7785,0.431984585741811,0.568015414258189,4029,4415,8444,0.477143533870204,0.522856466129796,9278,9211,4426.93770724775,4851.06229275225,4394.96909047845,4816.03090952155
130406,"Tabatinga",26637,11282,37919,0.702471056726179,0.297528943273821,36355,15917,52272,0.695496632996633,0.304503367003367,45085,63635,31356.4656986532,13728.5343013468,44257.9282407407,19377.0717592593
130410,"Tapauá",9414,11181,20595,0.457101238164603,0.542898761835397,10618,8459,19077,0.556586465377156,0.443413534622844,17160,17930,9551.02374587199,7608.97625412801,9979.5953242124,7950.4046757876
130420,"Tefé",47698,16759,64457,0.739997207440619,0.260002792559381,50069,11384,61453,0.81475273786471,0.18524726213529,71975,62021,58641.8283078125,13333.1716921875,50531.7795551072,11489.2204448928
130423,"Tonantins",4362,11150,15512,0.281201650335224,0.718798349664776,8899,8180,17079,0.521049241758885,0.478950758241115,19439,18782,10128.676210551,9310.32378944903,9786.34685871538,8995.65314128462
130426,"Uarini",3552,6702,10254,0.346401404330018,0.653598595669982,6795,5096,11891,0.571440585316626,0.428559414683374,13729,13428,7845.30779581196,5883.69220418804,7673.30417963165,5754.69582036835
130430,"Urucará",8098,10274,18372,0.440779446984542,0.559220553015458,9886,7208,17094,0.578331578331578,0.421668421668422,23422,16968,13545.6822276822,9876.31777231777,9813.13022113022,7154.86977886978
130440,"Urucurituba",6759,5505,12264,0.551125244618395,0.448874755381605,10448,7389,17837,0.585748724561305,0.414251275438695,8386,22148,4912.08880417111,3473.91119582889,12973.1627515838,9174.83724841621
140005,"Alto Alegre",5195,12712,17907,0.290110012844139,0.709889987155861,4780,11668,16448,0.290612840466926,0.709387159533074,22856,15933,6642.24708171206,16213.7529182879,4630.33438715953,11302.6656128405
