geocode,municipio,uf,disease,period,zone,cases
171570, Palmeirante,17,VL,2015-2019,rural,1
171380, Palmeiras do Tocantins,17,VL,2015-2019,rural,0
171610, Paraíso do Tocantins,17,VL,2015-2019,rural,0
171620, Paranã,17,VL,2015-2019,rural,3
171630, Pau D'Arco,17,VL,2015-2019,rural,0
171650, Pedro Afonso,17,VL,2015-2019,rural,0
171665, Pequizeiro,17,VL,2015-2019,rural,3
171700, Pindorama do Tocantins,17,VL,2015-2019,rural,1
171750, Pium,17,VL,2015-2019,rural,0
171790, Ponte Alta do Tocantins,17,VL,2015-2019,rural,0
171820, Porto Nacional,17,VL,2015-2019,rural,3
171830, Praia Norte,17,VL,2015-2019,rural,3
171840, Presidente Kennedy,17,VL,2015-2019,rural,0
171845, Pugmil,17,VL,2015-2019,rural,0
171855, Riachinho,17,VL,2015-2019,rural,2
171875, Rio Sono,17,VL,2015-2019,rural,1
171880, Sampaio,17,VL,2015-2019,rural,0
171886, Santa Fé do Araguaia,17,VL,2015-2019,rural,0
171889, Santa Rita do Tocantins,17,VL,2015-2019,rural,1
171890, Santa Rosa do Tocantins,17,VL,2015-2019,rural,1
171900, Santa Tereza do Tocantins,17,VL,2015-2019,rural,0
172000, Santa Terezinha do Tocantins,17,VL,2015-2019,rural,NA
172010, São Bento do Tocantins,17,VL,2015-2019,rural,2
172015, São Félix do Tocantins,17,VL,2015-2019,rural,0
172020, São Miguel do Tocantins,17,VL,2015-2019,rural,4
172025, São Salvador do Tocantins,17,VL,2015-2019,rural,0
172030, São Sebastião do Tocantins,17,VL,2015-2019,rural,0
172049, São Valério,17,VL,2015-2019,rural,0
172065, Silvanópolis,17,VL,2015-2019,rural,2
172080, Sítio Novo do Tocantins,17,VL,2015-2019,rural,2
172085, Sucupira,17,VL,2015-2019,rural,0
172090, Taguatinga,17,VL,2015-2019,rural,0
172110, Tocantínia,17,VL,2015-2019,rural,2
172120, Tocantinópolis,17,VL,2015-2019,rural,3
172125, Tupirama,17,VL,2015-2019,rural,0
172208, Wanderlândia,17,VL,2015-2019,rural,1
172210, Xambioá,17,VL,2015-2019,rural,4
210005, Açailândia,21,VL,2015-2019,rural,5
210010, Afonso Cunha,21,VL,2015-2019,rural,1
210020, Alcântara,21,VL,2015-2019,rural,13
210030, Aldeias Altas,21,VL,2015-2019,rural,1
210043, Alto Alegre do Maranhão,21,VL,2015-2019,rural,7
210047, Alto Alegre do Pindaré,21,VL,2015-2019,rural,2
210055, Amapá do Maranhão,21,VL,2015-2019,rural,1
210060, Amarante do Maranhão,21,VL,2015-2019,rural,16
210070, Anajatuba,21,VL,2015-2019,rural,2
210080, Anapurus,21,VL,2015-2019,rural,2
210087, Araguanã,21,VL,2015-2019,rural,1
210090, Araioses,21,VL,2015-2019,rural,2
210095, Arame,21,VL,2015-2019,rural,9
210100, Arari,21,VL,2015-2019,rural,3
210110, Axixá,21,VL,2015-2019,rural,2
210120, Bacabal,21,VL,2015-2019,rural,12
210125, Bacabeira,21,VL,2015-2019,rural,10
210130, Bacuri,21,VL,2015-2019,rural,0
210140, Balsas,21,VL,2015-2019,rural,4
210160, Barra do Corda,21,VL,2015-2019,rural,46
210170, Barreirinhas,21,VL,2015-2019,rural,6
210177, Bela Vista do Maranhão,21,VL,2015-2019,rural,0
210190, Bequimão,21,VL,2015-2019,rural,2
210193, Bernardo do Mearim,21,VL,2015-2019,rural,1
210200, Bom Jardim,21,VL,2015-2019,rural,4
210203, Bom Jesus das Selvas,21,VL,2015-2019,rural,8
210207, Bom Lugar,21,VL,2015-2019,rural,3
210210, Brejo,21,VL,2015-2019,rural,1
210220, Buriti,21,VL,2015-2019,rural,4
210230, Buriti Bravo,21,VL,2015-2019,rural,2
210232, Buriticupu,21,VL,2015-2019,rural,13
210235, Buritirana,21,VL,2015-2019,rural,0
210237, Cachoeira Grande,21,VL,2015-2019,rural,0
210240, Cajapió,21,VL,2015-2019,rural,2
210250, Cajari,21,VL,2015-2019,rural,1
210255, Campestre do Maranhão,21,VL,2015-2019,rural,0
210260, Cândido Mendes,21,VL,2015-2019,rural,1
210270, Cantanhede,21,VL,2015-2019,rural,2
210275, Capinzal do Norte,21,VL,2015-2019,rural,7
210280, Carolina,21,VL,2015-2019,rural,0
210290, Carutapera,21,VL,2015-2019,rural,0
210300, Caxias,21,VL,2015-2019,rural,1
210310, Cedral,21,VL,2015-2019,rural,4
210315, Centro do Guilherme,21,VL,2015-2019,rural,0
210317, Centro Novo do Maranhão,21,VL,2015-2019,rural,0
210320, Chapadinha,21,VL,2015-2019,rural,14
210325, Cidelândia,21,VL,2015-2019,rural,0
210330, Codó,21,VL,2015-2019,rural,25
210340, Coelho Neto,21,VL,2015-2019,rural,2
210350, Colinas,21,VL,2015-2019,rural,4
210360, Coroatá,21,VL,2015-2019,rural,8
210370, Cururupu,21,VL,2015-2019,rural,2
210375, Davinópolis,21,VL,2015-2019,rural,0
210380, Dom Pedro,21,VL,2015-2019,rural,6
210390, Duque Bacelar,21,VL,2015-2019,rural,1
210400, Esperantinópolis,21,VL,2015-2019,rural,12
210405, Estreito,21,VL,2015-2019,rural,3
210408, Fernando Falcão,21,VL,2015-2019,rural,4
210409, Formosa da Serra Negra,21,VL,2015-2019,rural,4
210410, Fortaleza dos Nogueiras,21,VL,2015-2019,rural,0
210420, Fortuna,21,VL,2015-2019,rural,8
210430, Godofredo Viana,21,VL,2015-2019,rural,0
210440, Gonçalves Dias,21,VL,2015-2019,rural,3
210450, Governador Archer,21,VL,2015-2019,rural,3
210455, Governador Edison Lobão,21,VL,2015-2019,rural,0
210460, Governador Eugênio Barros,21,VL,2015-2019,rural,3
210462, Governador Luiz Rocha,21,VL,2015-2019,rural,0
210465, Governador Newton Bello,21,VL,2015-2019,rural,2
210467, Governador Nunes Freire,21,VL,2015-2019,rural,1
210480, Grajaú,21,VL,2015-2019,rural,50
210490, Guimarães,21,VL,2015-2019,rural,3
210500, Humberto de Campos,21,VL,2015-2019,rural,2
210510, Icatu,21,VL,2015-2019,rural,1
210515, Igarapé do Meio,21,VL,2015-2019,rural,5
210520, Igarapé Grande,21,VL,2015-2019,rural,4
210530, Imperatriz,21,VL,2015-2019,rural,2
210535, Itaipava do Grajaú,21,VL,2015-2019,rural,4
210540, Itapecuru Mirim,21,VL,2015-2019,rural,24
210542, Itinga do Maranhão,21,VL,2015-2019,rural,0
210545, Jatobá,21,VL,2015-2019,rural,1
210547, Jenipapo dos Vieiras,21,VL,2015-2019,rural,20
210550, João Lisboa,21,VL,2015-2019,rural,1
210560, Joselândia,21,VL,2015-2019,rural,3
210565, Junco do Maranhão,21,VL,2015-2019,rural,0
210570, Lago da Pedra,21,VL,2015-2019,rural,6
210594, Lago dos Rodrigues,21,VL,2015-2019,rural,0
210590, Lago Verde,21,VL,2015-2019,rural,5
210598, Lajeado Novo,21,VL,2015-2019,rural,1
210600, Lima Campos,21,VL,2015-2019,rural,8
210630, Magalhães de Almeida,21,VL,2015-2019,rural,0
210632, Maracaçumé,21,VL,2015-2019,rural,2
210637, Maranhãozinho,21,VL,2015-2019,rural,1
210640, Mata Roma,21,VL,2015-2019,rural,1
210663, Matões do Norte,21,VL,2015-2019,rural,3
210667, Milagres do Maranhão,21,VL,2015-2019,rural,1
210670, Mirador,21,VL,2015-2019,rural,9
210675, Miranda do Norte,21,VL,2015-2019,rural,6
210680, Mirinzal,21,VL,2015-2019,rural,0
210690, Monção,21,VL,2015-2019,rural,4
210710, Morros,21,VL,2015-2019,rural,7
210720, Nina Rodrigues,21,VL,2015-2019,rural,1
210735, Nova Olinda do Maranhão,21,VL,2015-2019,rural,0
210740, Olho d'Água das Cunhãs,21,VL,2015-2019,rural,3
210745, Olinda Nova do Maranhão,21,VL,2015-2019,rural,0
210750, Paço do Lumiar,21,VL,2015-2019,rural,10
210760, Palmeirândia,21,VL,2015-2019,rural,2
210770, Paraibano,21,VL,2015-2019,rural,1
210790, Passagem Franca,21,VL,2015-2019,rural,4
210800, Pastos Bons,21,VL,2015-2019,rural,2
210805, Paulino Neves,21,VL,2015-2019,rural,1
210810, Paulo Ramos,21,VL,2015-2019,rural,4
210820, Pedreiras,21,VL,2015-2019,rural,0
210825, Pedro do Rosário,21,VL,2015-2019,rural,1
210830, Penalva,21,VL,2015-2019,rural,0
210845, Peritoró,21,VL,2015-2019,rural,8
210850, Pindaré-Mirim,21,VL,2015-2019,rural,5
210860, Pinheiro,21,VL,2015-2019,rural,1
210870, Pio XII,21,VL,2015-2019,rural,1
210880, Pirapemas,21,VL,2015-2019,rural,2
210890, Poção de Pedras,21,VL,2015-2019,rural,1
210900, Porto Franco,21,VL,2015-2019,rural,5
210910, Presidente Dutra,21,VL,2015-2019,rural,5
210920, Presidente Juscelino,21,VL,2015-2019,rural,1
210930, Presidente Vargas,21,VL,2015-2019,rural,4
210945, Raposa,21,VL,2015-2019,rural,7
210950, Riachão,21,VL,2015-2019,rural,10
210955, Ribamar Fiquene,21,VL,2015-2019,rural,1
210960, Rosário,21,VL,2015-2019,rural,17
210970, Sambaíba,21,VL,2015-2019,rural,1
210975, Santa Filomena do Maranhão,21,VL,2015-2019,rural,3
210980, Santa Helena,21,VL,2015-2019,rural,1
210990, Santa Inês,21,VL,2015-2019,rural,6
211000, Santa Luzia,21,VL,2015-2019,rural,11
211003, Santa Luzia do Paruá,21,VL,2015-2019,rural,0
211010, Santa Quitéria do Maranhão,21,VL,2015-2019,rural,1
211020, Santa Rita,21,VL,2015-2019,rural,27
211027, Santo Amaro do Maranhão,21,VL,2015-2019,rural,1
211030, Santo Antônio dos Lopes,21,VL,2015-2019,rural,2
211040, São Benedito do Rio Preto,21,VL,2015-2019,rural,2
211060, São Bernardo,21,VL,2015-2019,rural,0
211065, São Domingos do Azeitão,21,VL,2015-2019,rural,2
211070, São Domingos do Maranhão,21,VL,2015-2019,rural,8
211085, São Francisco do Brejão,21,VL,2015-2019,rural,0
211100, São João Batista,21,VL,2015-2019,rural,5
211105, São João do Paraíso,21,VL,2015-2019,rural,2
211107, São João do Soter,21,VL,2015-2019,rural,1
211110, São João dos Patos,21,VL,2015-2019,rural,4
211120, São José de Ribamar,21,VL,2015-2019,rural,32
211125, São José dos Basílios,21,VL,2015-2019,rural,1
211130, São Luís,21,VL,2015-2019,rural,33
211140, São Luís Gonzaga do Maranhão,21,VL,2015-2019,rural,8
211150, São Mateus do Maranhão,21,VL,2015-2019,rural,7
211153, São Pedro da Água Branca,21,VL,2015-2019,rural,0
211160, São Raimundo das Mangabeiras,21,VL,2015-2019,rural,0
211167, São Roberto,21,VL,2015-2019,rural,3
211172, Satubinha,21,VL,2015-2019,rural,1
211174, Senador Alexandre Costa,21,VL,2015-2019,rural,4
211176, Senador La Rocque,21,VL,2015-2019,rural,4
211180, Sítio Novo,21,VL,2015-2019,rural,1
211190, Sucupira do Norte,21,VL,2015-2019,rural,0
211195, Sucupira do Riachão,21,VL,2015-2019,rural,0
211210, Timbiras,21,VL,2015-2019,rural,10
211223, Trizidela do Vale,21,VL,2015-2019,rural,2
211227, Tufilândia,21,VL,2015-2019,rural,0
211230, Tuntum,21,VL,2015-2019,rural,4
211240, Turiaçu,21,VL,2015-2019,rural,2
211250, Tutóia,21,VL,2015-2019,rural,15
211260, Urbano Santos,21,VL,2015-2019,rural,2
211270, Vargem Grande,21,VL,2015-2019,rural,11
211280, Viana,21,VL,2015-2019,rural,1
211285, Vila Nova dos Martírios,21,VL,2015-2019,rural,2
211290, Vitória do Mearim,21,VL,2015-2019,rural,3
211300, Vitorino Freire,21,VL,2015-2019,rural,1
211400, Zé Doca,21,VL,2015-2019,rural,10
220890, Ribeiro Gonçalves,22,VL,2015-2019,rural,NA
221100, Teresina,22,VL,2015-2019,rural,0
500325, Costa Rica,50,VL,2015-2019,rural,0
510020, Água Boa,51,VL,2015-2019,rural,0
510050, Alto Paraguai,51,VL,2015-2019,rural,1
510170, Barra do Bugres,51,VL,2015-2019,rural,1
510180, Barra do Garças,51,VL,2015-2019,rural,2
510260, Campinápolis,51,VL,2015-2019,rural,1
510268, Campos de Júlio,51,VL,2015-2019,rural,0
510270, Canarana,51,VL,2015-2019,rural,2
510320, Colíder,51,VL,2015-2019,rural,1
510335, Confresa,51,VL,2015-2019,rural,1
510340, Cuiabá,51,VL,2015-2019,rural,0
510345, Denise,51,VL,2015-2019,rural,0
510360, Dom Aquino,51,VL,2015-2019,rural,0
510390, General Carneiro,51,VL,2015-2019,rural,0
510420, Guiratinga,51,VL,2015-2019,rural,0
510460, Itiquira,51,VL,2015-2019,rural,0
510480, Jaciara,51,VL,2015-2019,rural,0
510590, Nobres,51,VL,2015-2019,rural,2
510610, Nossa Senhora do Livramento,51,VL,2015-2019,rural,1
510622, Nova Mutum,51,VL,2015-2019,rural,0
510623, Nova Olímpia,51,VL,2015-2019,rural,0
510619, Nova Santa Helena,51,VL,2015-2019,rural,0
510628, Novo São Joaquim,51,VL,2015-2019,rural,0
510637, Pedra Preta,51,VL,2015-2019,rural,0
510642, Peixoto de Azevedo,51,VL,2015-2019,rural,1
510700, Poxoréo,51,VL,2015-2019,rural,1
510760, Rondonópolis,51,VL,2015-2019,rural,1
510735, São José do Xingu,51,VL,2015-2019,rural,1
510790, Sinop,51,VL,2015-2019,rural,0
510800, Tapurah,51,VL,2015-2019,rural,0
510840, Várzea Grande,51,VL,2015-2019,rural,0
510860, Vila Rica,51,VL,2015-2019,rural,0
520170, Aragarças,52,VL,2015-2019,rural,0
520870, Goiânia,52,VL,2015-2019,rural,0
521130, Itarumã,52,VL,2015-2019,rural,0
522108, Teresina de Goiás,52,VL,2015-2019,rural,1
530010, Brasília,53,VL,2015-2019,rural,0
110020, Porto Velho,11,VL,2004-2008,urban,1
110030, Vilhena,11,VL,2004-2008,urban,1
130260, Manaus,13,VL,2004-2008,urban,5
140005, Alto Alegre,14,VL,2004-2008,urban,1
140002, Amajari,14,VL,2004-2008,urban,0
140010, Boa Vista,14,VL,2004-2008,urban,4
140015, Bonfim,14,VL,2004-2008,urban,1
140040, Normandia,14,VL,2004-2008,urban,0
140045, Pacaraima,14,VL,2004-2008,urban,1
140070, Uiramutã,14,VL,2004-2008,urban,0
150010, Abaetetuba,15,VL,2004-2008,urban,25
150020, Acará,15,VL,2004-2008,urban,3
150060, Altamira,15,VL,2004-2008,urban,2
150070, Anajás,15,VL,2004-2008,urban,1
150080, Ananindeua,15,VL,2004-2008,urban,12
150095, Aurora do Pará,15,VL,2004-2008,urban,5
150120, Baião,15,VL,2004-2008,urban,18
150125, Bannach,15,VL,2004-2008,urban,0
150130, Barcarena,15,VL,2004-2008,urban,88
150140, Belém,15,VL,2004-2008,urban,24
150145, Belterra,15,VL,2004-2008,urban,3
150150, Benevides,15,VL,2004-2008,urban,1
150178, Breu Branco,15,VL,2004-2008,urban,7
150190, Bujaru,15,VL,2004-2008,urban,8
150200, Cachoeira do Arari,15,VL,2004-2008,urban,3
150195, Cachoeira do Piriá,15,VL,2004-2008,urban,0
150210, Cametá,15,VL,2004-2008,urban,33
150220, Capanema,15,VL,2004-2008,urban,2
150230, Capitão Poço,15,VL,2004-2008,urban,4
150240, Castanhal,15,VL,2004-2008,urban,4
150275, Concórdia do Pará,15,VL,2004-2008,urban,12
150293, Dom Eliseu,15,VL,2004-2008,urban,1
150295, Eldorado do Carajás,15,VL,2004-2008,urban,1
150300, Faro,15,VL,2004-2008,urban,1
150307, Garrafão do Norte,15,VL,2004-2008,urban,3
150320, Igarapé-Açu,15,VL,2004-2008,urban,0
150330, Igarapé-Miri,15,VL,2004-2008,urban,11
150345, Ipixuna do Pará,15,VL,2004-2008,urban,2
150350, Irituia,15,VL,2004-2008,urban,1
150380, Jacundá,15,VL,2004-2008,urban,4
150390, Juruti,15,VL,2004-2008,urban,0
150405, Mãe do Rio,15,VL,2004-2008,urban,17
150420, Marabá,15,VL,2004-2008,urban,10
150442, Marituba,15,VL,2004-2008,urban,9
150460, Mocajuba,15,VL,2004-2008,urban,29
150470, Moju,15,VL,2004-2008,urban,14
150480, Monte Alegre,15,VL,2004-2008,urban,2
150503, Novo Progresso,15,VL,2004-2008,urban,1
150506, Novo Repartimento,15,VL,2004-2008,urban,4
150510, Óbidos,15,VL,2004-2008,urban,0
150520, Oeiras do Pará,15,VL,2004-2008,urban,4
150548, Pacajá,15,VL,2004-2008,urban,1
150550, Paragominas,15,VL,2004-2008,urban,4
150553, Parauapebas,15,VL,2004-2008,urban,3
150563, Piçarra,15,VL,2004-2008,urban,0
150565, Placas,15,VL,2004-2008,urban,2
150570, Ponta de Pedras,15,VL,2004-2008,urban,4
150613, Redenção,15,VL,2004-2008,urban,4
150618, Rondon do Pará,15,VL,2004-2008,urban,0
150630, Salvaterra,15,VL,2004-2008,urban,7
150635, Santa Bárbara do Pará,15,VL,2004-2008,urban,1
150650, Santa Izabel do Pará,15,VL,2004-2008,urban,5
150658, Santa Maria das Barreiras,15,VL,2004-2008,urban,0
150660, Santa Maria do Pará,15,VL,2004-2008,urban,2
150670, Santana do Araguaia,15,VL,2004-2008,urban,3
150680, Santarém,15,VL,2004-2008,urban,64
150720, São Domingos do Capim,15,VL,2004-2008,urban,5
150730, São Félix do Xingu,15,VL,2004-2008,urban,0
150745, São Geraldo do Araguaia,15,VL,2004-2008,urban,0
150760, São Miguel do Guamá,15,VL,2004-2008,urban,6
150790, Soure,15,VL,2004-2008,urban,7
150795, Tailândia,15,VL,2004-2008,urban,10
150797, Terra Santa,15,VL,2004-2008,urban,3
150800, Tomé-Açu,15,VL,2004-2008,urban,23
150810, Tucuruí,15,VL,2004-2008,urban,14
150815, Uruará,15,VL,2004-2008,urban,1
160030, Macapá,16,VL,2004-2008,urban,2
160015, Pedra Branca do Amapari,16,VL,2004-2008,urban,1
170030, Aguiarnópolis,17,VL,2004-2008,urban,7
170040, Almas,17,VL,2004-2008,urban,2
170070, Alvorada,17,VL,2004-2008,urban,0
170100, Ananás,17,VL,2004-2008,urban,13
170110, Aparecida do Rio Negro,17,VL,2004-2008,urban,1
170190, Araguacema,17,VL,2004-2008,urban,1
170210, Araguaína,17,VL,2004-2008,urban,591
170220, Araguatins,17,VL,2004-2008,urban,59
170255, Augustinópolis,17,VL,2004-2008,urban,22
170290, Axixá do Tocantins,17,VL,2004-2008,urban,8
170300, Babaçulândia,17,VL,2004-2008,urban,5
170330, Bom Jesus do Tocantins,17,VL,2004-2008,urban,2
170370, Brejinho de Nazaré,17,VL,2004-2008,urban,1
170380, Buriti do Tocantins,17,VL,2004-2008,urban,32
170384, Campos Lindos,17,VL,2004-2008,urban,1
170389, Carrasco Bonito,17,VL,2004-2008,urban,1
170410, Centenário,17,VL,2004-2008,urban,3
170510, Chapada da Natividade,17,VL,2004-2008,urban,0
170550, Colinas do Tocantins,17,VL,2004-2008,urban,5
170610, Cristalândia,17,VL,2004-2008,urban,4
170700, Dianópolis,17,VL,2004-2008,urban,1
170740, Esperantina,17,VL,2004-2008,urban,2
170770, Filadélfia,17,VL,2004-2008,urban,9
170900, Goiatins,17,VL,2004-2008,urban,0
170930, Guaraí,17,VL,2004-2008,urban,11
170950, Gurupi,17,VL,2004-2008,urban,11
170980, Ipueiras,17,VL,2004-2008,urban,2
171050, Itacajá,17,VL,2004-2008,urban,2
171070, Itaguatins,17,VL,2004-2008,urban,2
171090, Itapiratins,17,VL,2004-2008,urban,1
171150, Jaú do Tocantins,17,VL,2004-2008,urban,1
171190, Lagoa da Confusão,17,VL,2004-2008,urban,1
171195, Lagoa do Tocantins,17,VL,2004-2008,urban,0
171280, Maurilândia do Tocantins,17,VL,2004-2008,urban,1
171320, Miracema do Tocantins,17,VL,2004-2008,urban,2
171330, Miranorte,17,VL,2004-2008,urban,3
171360, Monte do Carmo,17,VL,2004-2008,urban,1
171370, Monte Santo do Tocantins,17,VL,2004-2008,urban,0
171420, Natividade,17,VL,2004-2008,urban,8
171488, Nova Olinda,17,VL,2004-2008,urban,7
171510, Novo Acordo,17,VL,2004-2008,urban,2
172100, Palmas,17,VL,2004-2008,urban,168
171570, Palmeirante,17,VL,2004-2008,urban,3
171380, Palmeiras do Tocantins,17,VL,2004-2008,urban,1
171610, Paraíso do Tocantins,17,VL,2004-2008,urban,74
171620, Paranã,17,VL,2004-2008,urban,1
171630, Pau D'Arco,17,VL,2004-2008,urban,1
171650, Pedro Afonso,17,VL,2004-2008,urban,1
171665, Pequizeiro,17,VL,2004-2008,urban,20
171780, Ponte Alta do Bom Jesus,17,VL,2004-2008,urban,1
171790, Ponte Alta do Tocantins,17,VL,2004-2008,urban,1
171800, Porto Alegre do Tocantins,17,VL,2004-2008,urban,2
171820, Porto Nacional,17,VL,2004-2008,urban,110
171830, Praia Norte,17,VL,2004-2008,urban,1
171845, Pugmil,17,VL,2004-2008,urban,0
171850, Recursolândia,17,VL,2004-2008,urban,1
171855, Riachinho,17,VL,2004-2008,urban,2
171875, Rio Sono,17,VL,2004-2008,urban,0
171900, Santa Tereza do Tocantins,17,VL,2004-2008,urban,1
172010, São Bento do Tocantins,17,VL,2004-2008,urban,0
172020, São Miguel do Tocantins,17,VL,2004-2008,urban,2
172025, São Salvador do Tocantins,17,VL,2004-2008,urban,0
172065, Silvanópolis,17,VL,2004-2008,urban,1
172080, Sítio Novo do Tocantins,17,VL,2004-2008,urban,7
172090, Taguatinga,17,VL,2004-2008,urban,3
172120, Tocantinópolis,17,VL,2004-2008,urban,58
172208, Wanderlândia,17,VL,2004-2008,urban,41
210005, Açailândia,21,VL,2004-2008,urban,27
210020, Alcântara,21,VL,2004-2008,urban,1
210050, Alto Parnaíba,21,VL,2004-2008,urban,1
210060, Amarante do Maranhão,21,VL,2004-2008,urban,20
210070, Anajatuba,21,VL,2004-2008,urban,0
210080, Anapurus,21,VL,2004-2008,urban,0
210100, Arari,21,VL,2004-2008,urban,0
210120, Bacabal,21,VL,2004-2008,urban,15
210140, Balsas,21,VL,2004-2008,urban,15
210160, Barra do Corda,21,VL,2004-2008,urban,29
210170, Barreirinhas,21,VL,2004-2008,urban,2
210203, Bom Jesus das Selvas,21,VL,2004-2008,urban,2
210230, Buriti Bravo,21,VL,2004-2008,urban,2
210232, Buriticupu,21,VL,2004-2008,urban,0
210235, Buritirana,21,VL,2004-2008,urban,1
210270, Cantanhede,21,VL,2004-2008,urban,8
210280, Carolina,21,VL,2004-2008,urban,28
210300, Caxias,21,VL,2004-2008,urban,1
210310, Cedral,21,VL,2004-2008,urban,1
210325, Cidelândia,21,VL,2004-2008,urban,0
210330, Codó,21,VL,2004-2008,urban,61
210350, Colinas,21,VL,2004-2008,urban,25
210360, Coroatá,21,VL,2004-2008,urban,11
210375, Davinópolis,21,VL,2004-2008,urban,4
210380, Dom Pedro,21,VL,2004-2008,urban,1
210405, Estreito,21,VL,2004-2008,urban,17
210407, Feira Nova do Maranhão,21,VL,2004-2008,urban,0
210409, Formosa da Serra Negra,21,VL,2004-2008,urban,1
210410, Fortaleza dos Nogueiras,21,VL,2004-2008,urban,2
210420, Fortuna,21,VL,2004-2008,urban,2
210455, Governador Edison Lobão,21,VL,2004-2008,urban,24
210467, Governador Nunes Freire,21,VL,2004-2008,urban,NA
210470, Graça Aranha,21,VL,2004-2008,urban,0
210480, Grajaú,21,VL,2004-2008,urban,7
210500, Humberto de Campos,21,VL,2004-2008,urban,0
210530, Imperatriz,21,VL,2004-2008,urban,265
210550, João Lisboa,21,VL,2004-2008,urban,32
210560, Joselândia,21,VL,2004-2008,urban,0
210570, Lago da Pedra,21,VL,2004-2008,urban,12
210610, Loreto,21,VL,2004-2008,urban,0
210637, Maranhãozinho,21,VL,2004-2008,urban,0
210650, Matinha,21,VL,2004-2008,urban,0
210663, Matões do Norte,21,VL,2004-2008,urban,NA
210700, Montes Altos,21,VL,2004-2008,urban,4
210750, Paço do Lumiar,21,VL,2004-2008,urban,11
210760, Palmeirândia,21,VL,2004-2008,urban,0
210770, Paraibano,21,VL,2004-2008,urban,2
210800, Pastos Bons,21,VL,2004-2008,urban,2
210810, Paulo Ramos,21,VL,2004-2008,urban,0
210820, Pedreiras,21,VL,2004-2008,urban,32
210845, Peritoró,21,VL,2004-2008,urban,0
210860, Pinheiro,21,VL,2004-2008,urban,0
210880, Pirapemas,21,VL,2004-2008,urban,0
210900, Porto Franco,21,VL,2004-2008,urban,27
210910, Presidente Dutra,21,VL,2004-2008,urban,6
210927, Presidente Sarney,21,VL,2004-2008,urban,1
210945, Raposa,21,VL,2004-2008,urban,14
210950, Riachão,21,VL,2004-2008,urban,10
210955, Ribamar Fiquene,21,VL,2004-2008,urban,1
210960, Rosário,21,VL,2004-2008,urban,2
211000, Santa Luzia,21,VL,2004-2008,urban,0
211003, Santa Luzia do Paruá,21,VL,2004-2008,urban,0
211010, Santa Quitéria do Maranhão,21,VL,2004-2008,urban,0
211030, Santo Antônio dos Lopes,21,VL,2004-2008,urban,9
211070, São Domingos do Maranhão,21,VL,2004-2008,urban,5
211105, São João do Paraíso,21,VL,2004-2008,urban,1
211120, São José de Ribamar,21,VL,2004-2008,urban,17
211130, São Luís,21,VL,2004-2008,urban,153
211140, São Luís Gonzaga do Maranhão,21,VL,2004-2008,urban,0
211160, São Raimundo das Mangabeiras,21,VL,2004-2008,urban,5
211176, Senador La Rocque,21,VL,2004-2008,urban,2
211180, Sítio Novo,21,VL,2004-2008,urban,1
211210, Timbiras,21,VL,2004-2008,urban,2
211223, Trizidela do Vale,21,VL,2004-2008,urban,6
211230, Tuntum,21,VL,2004-2008,urban,0
211270, Vargem Grande,21,VL,2004-2008,urban,1
211400, Zé Doca,21,VL,2004-2008,urban,2
290320, Barreiras,29,VL,2004-2008,urban,0
290760, Central,29,VL,2004-2008,urban,1
500100, Aparecida do Taboado,50,VL,2004-2008,urban,1
510180, Barra do Garças,51,VL,2004-2008,urban,4
510250, Cáceres,51,VL,2004-2008,urban,0
510267, Campo Verde,51,VL,2004-2008,urban,1
510300, Chapada dos Guimarães,51,VL,2004-2008,urban,0
510340, Cuiabá,51,VL,2004-2008,urban,9
510380, Figueirópolis D'Oeste,51,VL,2004-2008,urban,0
510480, Jaciara,51,VL,2004-2008,urban,8
510562, Mirassol d'Oeste,51,VL,2004-2008,urban,4
510610, Nossa Senhora do Livramento,51,VL,2004-2008,urban,0
510890, Nova Maringá,51,VL,2004-2008,urban,1
510628, Novo São Joaquim,51,VL,2004-2008,urban,0
510637, Pedra Preta,51,VL,2004-2008,urban,NA
510642, Peixoto de Azevedo,51,VL,2004-2008,urban,1
510650, Poconé,51,VL,2004-2008,urban,3
510700, Poxoréo,51,VL,2004-2008,urban,17
510704, Primavera do Leste,51,VL,2004-2008,urban,6
510760, Rondonópolis,51,VL,2004-2008,urban,52
510770, Rosário Oeste,51,VL,2004-2008,urban,1
510775, Salto do Céu,51,VL,2004-2008,urban,1
510729, São José do Povo,51,VL,2004-2008,urban,0
510840, Várzea Grande,51,VL,2004-2008,urban,9
110045, Buritis,11,VL,2004-2008,urban,1
110070, Campo Novo de Rondônia,11,VL,2004-2008,urban,1
110140, Monte Negro,11,VL,2004-2008,urban,0
130330, Novo Aripuanã,13,VL,2004-2008,urban,0
130340, Parintins,13,VL,2004-2008,urban,0
140017, Cantá,14,VL,2004-2008,urban,0
150180, Breves,15,VL,2004-2008,urban,1
150260, Colares,15,VL,2004-2008,urban,0
150270, Conceição do Araguaia,15,VL,2004-2008,urban,26
150309, Goianésia do Pará,15,VL,2004-2008,urban,0
150340, Inhangapi,15,VL,2004-2008,urban,0
150370, Itupiranga,15,VL,2004-2008,urban,1
150400, Limoeiro do Ajuru,15,VL,2004-2008,urban,0
150500, Nova Timboteua,15,VL,2004-2008,urban,1
150549, Palestina do Pará,15,VL,2004-2008,urban,1
150555, Pau D'Arco,15,VL,2004-2008,urban,1
