geocode,municipio,uf,disease,period,rural,urban,total
120033, Mâncio Lima,12,Dengue,2015-2019,NA,NA,1169
120034, Manoel Urbano,12,Dengue,2015-2019,NA,NA,199
120035, Marechal Thaumaturgo,12,Dengue,2015-2019,NA,NA,60
120038, Plácido de Castro,12,Dengue,2015-2019,NA,NA,800
120080, Porto Acre,12,Dengue,2015-2019,NA,NA,448
120039, Porto Walter,12,Dengue,2015-2019,NA,NA,49
120040, Rio Branco,12,Dengue,2015-2019,NA,NA,5593
120042, Rodrigues Alves,12,Dengue,2015-2019,NA,NA,950
120043, Santa Rosa do Purus,12,Dengue,2015-2019,NA,NA,4
120050, Sena Madureira,12,Dengue,2015-2019,NA,NA,1518
120045, Senador Guiomard,12,Dengue,2015-2019,NA,NA,153
120060, Tarauacá,12,Dengue,2015-2019,NA,NA,2253
120070, Xapuri,12,Dengue,2015-2019,NA,NA,1198
130002, Alvarães,13,Dengue,2015-2019,NA,NA,38
130006, Amaturá,13,Dengue,2015-2019,NA,NA,1
130008, Anamã,13,Dengue,2015-2019,NA,NA,1
130010, Anori,13,Dengue,2015-2019,NA,NA,8
130014, Apuí,13,Dengue,2015-2019,NA,NA,18
130020, Atalaia do Norte,13,Dengue,2015-2019,NA,NA,14
130030, Autazes,13,Dengue,2015-2019,NA,NA,30
130040, Barcelos,13,Dengue,2015-2019,NA,NA,124
130050, Barreirinha,13,Dengue,2015-2019,NA,NA,3
130060, Benjamin Constant,13,Dengue,2015-2019,NA,NA,434
130063, Beruri,13,Dengue,2015-2019,NA,NA,37
130068, Boa Vista do Ramos,13,Dengue,2015-2019,NA,NA,35
130070, Boca do Acre,13,Dengue,2015-2019,NA,NA,296
130080, Borba,13,Dengue,2015-2019,NA,NA,165
130083, Caapiranga,13,Dengue,2015-2019,NA,NA,1
130090, Canutama,13,Dengue,2015-2019,NA,NA,5
130100, Carauari,13,Dengue,2015-2019,NA,NA,645
130110, Careiro,13,Dengue,2015-2019,NA,NA,24
130115, Careiro da Várzea,13,Dengue,2015-2019,NA,NA,4
130120, Coari,13,Dengue,2015-2019,NA,NA,382
130130, Codajás,13,Dengue,2015-2019,NA,NA,69
130140, Eirunepé,13,Dengue,2015-2019,NA,NA,14
130150, Envira,13,Dengue,2015-2019,NA,NA,6
130160, Fonte Boa,13,Dengue,2015-2019,NA,NA,2
130165, Guajará,13,Dengue,2015-2019,NA,NA,1161
130170, Humaitá,13,Dengue,2015-2019,NA,NA,177
130180, Ipixuna,13,Dengue,2015-2019,NA,NA,49
130185, Iranduba,13,Dengue,2015-2019,NA,NA,85
130190, Itacoatiara,13,Dengue,2015-2019,NA,NA,654
130195, Itamarati,13,Dengue,2015-2019,NA,NA,1
130200, Itapiranga,13,Dengue,2015-2019,NA,NA,2
130210, Japurá,13,Dengue,2015-2019,NA,NA,16
130220, Juruá,13,Dengue,2015-2019,NA,NA,2
130230, Jutaí,13,Dengue,2015-2019,NA,NA,3
130240, Lábrea,13,Dengue,2015-2019,NA,NA,60
130250, Manacapuru,13,Dengue,2015-2019,NA,NA,94
130255, Manaquiri,13,Dengue,2015-2019,NA,NA,4
130260, Manaus,13,Dengue,2015-2019,NA,NA,11155
130270, Manicoré,13,Dengue,2015-2019,NA,NA,36
130280, Maraã,13,Dengue,2015-2019,NA,NA,10
130290, Maués,13,Dengue,2015-2019,NA,NA,398
130300, Nhamundá,13,Dengue,2015-2019,NA,NA,1
130310, Nova Olinda do Norte,13,Dengue,2015-2019,NA,NA,146
130320, Novo Airão,13,Dengue,2015-2019,NA,NA,93
130330, Novo Aripuanã,13,Dengue,2015-2019,NA,NA,629
130340, Parintins,13,Dengue,2015-2019,NA,NA,575
130350, Pauini,13,Dengue,2015-2019,NA,NA,5
130353, Presidente Figueiredo,13,Dengue,2015-2019,NA,NA,85
130356, Rio Preto da Eva,13,Dengue,2015-2019,NA,NA,16
130360, Santa Isabel do Rio Negro,13,Dengue,2015-2019,NA,NA,2
130370, Santo Antônio do Içá,13,Dengue,2015-2019,NA,NA,5
130380, São Gabriel da Cachoeira,13,Dengue,2015-2019,NA,NA,1371
130390, São Paulo de Olivença,13,Dengue,2015-2019,NA,NA,9
130395, São Sebastião do Uatumã,13,Dengue,2015-2019,NA,NA,1
130400, Silves,13,Dengue,2015-2019,NA,NA,10
130406, Tabatinga,13,Dengue,2015-2019,NA,NA,1166
130410, Tapauá,13,Dengue,2015-2019,NA,NA,362
130420, Tefé,13,Dengue,2015-2019,NA,NA,779
130426, Uarini,13,Dengue,2015-2019,NA,NA,2
130430, Urucará,13,Dengue,2015-2019,NA,NA,64
130440, Urucurituba,13,Dengue,2015-2019,NA,NA,64
140005, Alto Alegre,14,Dengue,2015-2019,NA,NA,29
140002, Amajari,14,Dengue,2015-2019,NA,NA,60
140010, Boa Vista,14,Dengue,2015-2019,NA,NA,1729
140015, Bonfim,14,Dengue,2015-2019,NA,NA,102
140017, Cantá,14,Dengue,2015-2019,NA,NA,61
140020, Caracaraí,14,Dengue,2015-2019,NA,NA,374
140023, Caroebe,14,Dengue,2015-2019,NA,NA,262
140028, Iracema,14,Dengue,2015-2019,NA,NA,69
140030, Mucajaí,14,Dengue,2015-2019,NA,NA,130
140040, Normandia,14,Dengue,2015-2019,NA,NA,17
140045, Pacaraima,14,Dengue,2015-2019,NA,NA,16
140047, Rorainópolis,14,Dengue,2015-2019,NA,NA,322
140050, São João da Baliza,14,Dengue,2015-2019,NA,NA,99
140060, São Luiz,14,Dengue,2015-2019,NA,NA,7
140070, Uiramutã,14,Dengue,2015-2019,NA,NA,33
150010, Abaetetuba,15,Dengue,2015-2019,NA,NA,373
150013, Abel Figueiredo,15,Dengue,2015-2019,NA,NA,50
150020, Acará,15,Dengue,2015-2019,NA,NA,40
150030, Afuá,15,Dengue,2015-2019,NA,NA,47
150034, Água Azul do Norte,15,Dengue,2015-2019,NA,NA,252
150040, Alenquer,15,Dengue,2015-2019,NA,NA,819
150050, Almeirim,15,Dengue,2015-2019,NA,NA,89
150060, Altamira,15,Dengue,2015-2019,NA,NA,502
150070, Anajás,15,Dengue,2015-2019,NA,NA,5
150080, Ananindeua,15,Dengue,2015-2019,NA,NA,826
150085, Anapu,15,Dengue,2015-2019,NA,NA,806
150090, Augusto Corrêa,15,Dengue,2015-2019,NA,NA,136
150095, Aurora do Pará,15,Dengue,2015-2019,NA,NA,27
150100, Aveiro,15,Dengue,2015-2019,NA,NA,5
150110, Bagre,15,Dengue,2015-2019,NA,NA,67
150120, Baião,15,Dengue,2015-2019,NA,NA,41
150125, Bannach,15,Dengue,2015-2019,NA,NA,96
150130, Barcarena,15,Dengue,2015-2019,NA,NA,175
150140, Belém,15,Dengue,2015-2019,NA,NA,2866
150145, Belterra,15,Dengue,2015-2019,NA,NA,68
150150, Benevides,15,Dengue,2015-2019,NA,NA,147
150157, Bom Jesus do Tocantins,15,Dengue,2015-2019,NA,NA,9
150160, Bonito,15,Dengue,2015-2019,NA,NA,37
150170, Bragança,15,Dengue,2015-2019,NA,NA,341
150172, Brasil Novo,15,Dengue,2015-2019,NA,NA,340
150175, Brejo Grande do Araguaia,15,Dengue,2015-2019,NA,NA,87
150178, Breu Branco,15,Dengue,2015-2019,NA,NA,990
150180, Breves,15,Dengue,2015-2019,NA,NA,267
150190, Bujaru,15,Dengue,2015-2019,NA,NA,13
150195, Cachoeira do Piriá,15,Dengue,2015-2019,NA,NA,112
150210, Cametá,15,Dengue,2015-2019,NA,NA,107
150215, Canaã dos Carajás,15,Dengue,2015-2019,NA,NA,638
150220, Capanema,15,Dengue,2015-2019,NA,NA,352
150230, Capitão Poço,15,Dengue,2015-2019,NA,NA,294
150240, Castanhal,15,Dengue,2015-2019,NA,NA,354
150250, Chaves,15,Dengue,2015-2019,NA,NA,13
150260, Colares,15,Dengue,2015-2019,NA,NA,26
150270, Conceição do Araguaia,15,Dengue,2015-2019,NA,NA,648
150275, Concórdia do Pará,15,Dengue,2015-2019,NA,NA,13
150276, Cumaru do Norte,15,Dengue,2015-2019,NA,NA,246
150277, Curionópolis,15,Dengue,2015-2019,NA,NA,72
150280, Curralinho,15,Dengue,2015-2019,NA,NA,11
150285, Curuá,15,Dengue,2015-2019,NA,NA,5
150290, Curuçá,15,Dengue,2015-2019,NA,NA,59
150293, Dom Eliseu,15,Dengue,2015-2019,NA,NA,628
150295, Eldorado do Carajás,15,Dengue,2015-2019,NA,NA,10
150304, Floresta do Araguaia,15,Dengue,2015-2019,NA,NA,323
150307, Garrafão do Norte,15,Dengue,2015-2019,NA,NA,14
150309, Goianésia do Pará,15,Dengue,2015-2019,NA,NA,787
150310, Gurupá,15,Dengue,2015-2019,NA,NA,33
150320, Igarapé-Açu,15,Dengue,2015-2019,NA,NA,41
150330, Igarapé-Miri,15,Dengue,2015-2019,NA,NA,41
150340, Inhangapi,15,Dengue,2015-2019,NA,NA,171
150345, Ipixuna do Pará,15,Dengue,2015-2019,NA,NA,33
150350, Irituia,15,Dengue,2015-2019,NA,NA,65
150360, Itaituba,15,Dengue,2015-2019,NA,NA,719
150370, Itupiranga,15,Dengue,2015-2019,NA,NA,117
150375, Jacareacanga,15,Dengue,2015-2019,NA,NA,3
150380, Jacundá,15,Dengue,2015-2019,NA,NA,209
150390, Juruti,15,Dengue,2015-2019,NA,NA,58
150400, Limoeiro do Ajuru,15,Dengue,2015-2019,NA,NA,54
150405, Mãe do Rio,15,Dengue,2015-2019,NA,NA,186
150410, Magalhães Barata,15,Dengue,2015-2019,NA,NA,8
150420, Marabá,15,Dengue,2015-2019,NA,NA,1194
150430, Maracanã,15,Dengue,2015-2019,NA,NA,103
150440, Marapanim,15,Dengue,2015-2019,NA,NA,193
150442, Marituba,15,Dengue,2015-2019,NA,NA,659
150445, Medicilândia,15,Dengue,2015-2019,NA,NA,154
150450, Melgaço,15,Dengue,2015-2019,NA,NA,3
150460, Mocajuba,15,Dengue,2015-2019,NA,NA,72
150470, Moju,15,Dengue,2015-2019,NA,NA,117
150475, Mojuí dos Campos,15,Dengue,2015-2019,NA,NA,230
150480, Monte Alegre,15,Dengue,2015-2019,NA,NA,743
150490, Muaná,15,Dengue,2015-2019,NA,NA,26
150495, Nova Esperança do Piriá,15,Dengue,2015-2019,NA,NA,107
150497, Nova Ipixuna,15,Dengue,2015-2019,NA,NA,236
150500, Nova Timboteua,15,Dengue,2015-2019,NA,NA,138
150503, Novo Progresso,15,Dengue,2015-2019,NA,NA,660
150506, Novo Repartimento,15,Dengue,2015-2019,NA,NA,559
150510, Óbidos,15,Dengue,2015-2019,NA,NA,74
150520, Oeiras do Pará,15,Dengue,2015-2019,NA,NA,20
150530, Oriximiná,15,Dengue,2015-2019,NA,NA,417
150540, Ourém,15,Dengue,2015-2019,NA,NA,4
150543, Ourilândia do Norte,15,Dengue,2015-2019,NA,NA,265
150548, Pacajá,15,Dengue,2015-2019,NA,NA,806
150549, Palestina do Pará,15,Dengue,2015-2019,NA,NA,101
150550, Paragominas,15,Dengue,2015-2019,NA,NA,100
150553, Parauapebas,15,Dengue,2015-2019,NA,NA,3805
150555, Pau D'Arco,15,Dengue,2015-2019,NA,NA,142
150560, Peixe-Boi,15,Dengue,2015-2019,NA,NA,31
150563, Piçarra,15,Dengue,2015-2019,NA,NA,9
150565, Placas,15,Dengue,2015-2019,NA,NA,26
150570, Ponta de Pedras,15,Dengue,2015-2019,NA,NA,182
150580, Portel,15,Dengue,2015-2019,NA,NA,101
150590, Porto de Moz,15,Dengue,2015-2019,NA,NA,36
150600, Prainha,15,Dengue,2015-2019,NA,NA,162
150610, Primavera,15,Dengue,2015-2019,NA,NA,81
150611, Quatipuru,15,Dengue,2015-2019,NA,NA,78
150613, Redenção,15,Dengue,2015-2019,NA,NA,257
150616, Rio Maria,15,Dengue,2015-2019,NA,NA,119
150618, Rondon do Pará,15,Dengue,2015-2019,NA,NA,506
150619, Rurópolis,15,Dengue,2015-2019,NA,NA,361
150620, Salinópolis,15,Dengue,2015-2019,NA,NA,51
150630, Salvaterra,15,Dengue,2015-2019,NA,NA,37
150635, Santa Bárbara do Pará,15,Dengue,2015-2019,NA,NA,59
150640, Santa Cruz do Arari,15,Dengue,2015-2019,NA,NA,4
150650, Santa Izabel do Pará,15,Dengue,2015-2019,NA,NA,185
150655, Santa Luzia do Pará,15,Dengue,2015-2019,NA,NA,81
150658, Santa Maria das Barreiras,15,Dengue,2015-2019,NA,NA,373
150660, Santa Maria do Pará,15,Dengue,2015-2019,NA,NA,57
150670, Santana do Araguaia,15,Dengue,2015-2019,NA,NA,280
150680, Santarém,15,Dengue,2015-2019,NA,NA,112
150690, Santarém Novo,15,Dengue,2015-2019,NA,NA,42
150700, Santo Antônio do Tauá,15,Dengue,2015-2019,NA,NA,62
150710, São Caetano de Odivelas,15,Dengue,2015-2019,NA,NA,38
150715, São Domingos do Araguaia,15,Dengue,2015-2019,NA,NA,247
150720, São Domingos do Capim,15,Dengue,2015-2019,NA,NA,22
150730, São Félix do Xingu,15,Dengue,2015-2019,NA,NA,493
150740, São Francisco do Pará,15,Dengue,2015-2019,NA,NA,58
150745, São Geraldo do Araguaia,15,Dengue,2015-2019,NA,NA,360
150746, São João da Ponta,15,Dengue,2015-2019,NA,NA,24
150747, São João de Pirabas,15,Dengue,2015-2019,NA,NA,77
150750, São João do Araguaia,15,Dengue,2015-2019,NA,NA,424
150760, São Miguel do Guamá,15,Dengue,2015-2019,NA,NA,30
150770, São Sebastião da Boa Vista,15,Dengue,2015-2019,NA,NA,10
150775, Sapucaia,15,Dengue,2015-2019,NA,NA,98
150780, Senador José Porfírio,15,Dengue,2015-2019,NA,NA,479
150790, Soure,15,Dengue,2015-2019,NA,NA,179
150795, Tailândia,15,Dengue,2015-2019,NA,NA,84
150796, Terra Alta,15,Dengue,2015-2019,NA,NA,40
150797, Terra Santa,15,Dengue,2015-2019,NA,NA,1
150800, Tomé-Açu,15,Dengue,2015-2019,NA,NA,238
150803, Tracuateua,15,Dengue,2015-2019,NA,NA,104
150805, Trairão,15,Dengue,2015-2019,NA,NA,13
150808, Tucumã,15,Dengue,2015-2019,NA,NA,83
150810, Tucuruí,15,Dengue,2015-2019,NA,NA,896
150812, Ulianópolis,15,Dengue,2015-2019,NA,NA,10
150815, Uruará,15,Dengue,2015-2019,NA,NA,69
150820, Vigia,15,Dengue,2015-2019,NA,NA,213
150830, Viseu,15,Dengue,2015-2019,NA,NA,130
150835, Vitória do Xingu,15,Dengue,2015-2019,NA,NA,186
150840, Xinguara,15,Dengue,2015-2019,NA,NA,1076
160010, Amapá,16,Dengue,2015-2019,NA,NA,16
160020, Calçoene,16,Dengue,2015-2019,NA,NA,472
160021, Cutias,16,Dengue,2015-2019,NA,NA,4
160023, Ferreira Gomes,16,Dengue,2015-2019,NA,NA,348
160025, Itaubal,16,Dengue,2015-2019,NA,NA,12
160027, Laranjal do Jari,16,Dengue,2015-2019,NA,NA,246
160030, Macapá,16,Dengue,2015-2019,NA,NA,3288
160040, Mazagão,16,Dengue,2015-2019,NA,NA,317
160050, Oiapoque,16,Dengue,2015-2019,NA,NA,1051
160015, Pedra Branca do Amapari,16,Dengue,2015-2019,NA,NA,358
160053, Porto Grande,16,Dengue,2015-2019,NA,NA,196
160055, Pracuúba,16,Dengue,2015-2019,NA,NA,5
160060, Santana,16,Dengue,2015-2019,NA,NA,477
160005, Serra do Navio,16,Dengue,2015-2019,NA,NA,102
160070, Tartarugalzinho,16,Dengue,2015-2019,NA,NA,177
160080, Vitória do Jari,16,Dengue,2015-2019,NA,NA,6
170025, Abreulândia,17,Dengue,2015-2019,NA,NA,79
170030, Aguiarnópolis,17,Dengue,2015-2019,NA,NA,92
170035, Aliança do Tocantins,17,Dengue,2015-2019,NA,NA,38
170040, Almas,17,Dengue,2015-2019,NA,NA,74
170070, Alvorada,17,Dengue,2015-2019,NA,NA,57
170100, Ananás,17,Dengue,2015-2019,NA,NA,130
170105, Angico,17,Dengue,2015-2019,NA,NA,3
170110, Aparecida do Rio Negro,17,Dengue,2015-2019,NA,NA,226
170130, Aragominas,17,Dengue,2015-2019,NA,NA,83
170190, Araguacema,17,Dengue,2015-2019,NA,NA,38
170200, Araguaçu,17,Dengue,2015-2019,NA,NA,263
170210, Araguaína,17,Dengue,2015-2019,NA,NA,5366
170215, Araguanã,17,Dengue,2015-2019,NA,NA,79
170220, Araguatins,17,Dengue,2015-2019,NA,NA,275
170230, Arapoema,17,Dengue,2015-2019,NA,NA,57
170240, Arraias,17,Dengue,2015-2019,NA,NA,588
170255, Augustinópolis,17,Dengue,2015-2019,NA,NA,142
170270, Aurora do Tocantins,17,Dengue,2015-2019,NA,NA,94
170290, Axixá do Tocantins,17,Dengue,2015-2019,NA,NA,30
170300, Babaçulândia,17,Dengue,2015-2019,NA,NA,103
170305, Bandeirantes do Tocantins,17,Dengue,2015-2019,NA,NA,21
170307, Barra do Ouro,17,Dengue,2015-2019,NA,NA,9
170310, Barrolândia,17,Dengue,2015-2019,NA,NA,90
170320, Bernardo Sayão,17,Dengue,2015-2019,NA,NA,27
170330, Bom Jesus do Tocantins,17,Dengue,2015-2019,NA,NA,79
170360, Brasilândia do Tocantins,17,Dengue,2015-2019,NA,NA,9
170370, Brejinho de Nazaré,17,Dengue,2015-2019,NA,NA,81
170380, Buriti do Tocantins,17,Dengue,2015-2019,NA,NA,60
170382, Cachoeirinha,17,Dengue,2015-2019,NA,NA,21
170384, Campos Lindos,17,Dengue,2015-2019,NA,NA,54
170386, Cariri do Tocantins,17,Dengue,2015-2019,NA,NA,63
170388, Carmolândia,17,Dengue,2015-2019,NA,NA,48
170389, Carrasco Bonito,17,Dengue,2015-2019,NA,NA,15
170390, Caseara,17,Dengue,2015-2019,NA,NA,13
170410, Centenário,17,Dengue,2015-2019,NA,NA,9
170510, Chapada da Natividade,17,Dengue,2015-2019,NA,NA,35
170460, Chapada de Areia,17,Dengue,2015-2019,NA,NA,10
170550, Colinas do Tocantins,17,Dengue,2015-2019,NA,NA,75
171670, Colméia,17,Dengue,2015-2019,NA,NA,52
170555, Combinado,17,Dengue,2015-2019,NA,NA,141
170560, Conceição do Tocantins,17,Dengue,2015-2019,NA,NA,74
170600, Couto Magalhães,17,Dengue,2015-2019,NA,NA,44
170610, Cristalândia,17,Dengue,2015-2019,NA,NA,109
170625, Crixás do Tocantins,17,Dengue,2015-2019,NA,NA,12
170650, Darcinópolis,17,Dengue,2015-2019,NA,NA,22
170700, Dianópolis,17,Dengue,2015-2019,NA,NA,830
170710, Divinópolis do Tocantins,17,Dengue,2015-2019,NA,NA,278
170720, Dois Irmãos do Tocantins,17,Dengue,2015-2019,NA,NA,152
170730, Dueré,17,Dengue,2015-2019,NA,NA,43
170740, Esperantina,17,Dengue,2015-2019,NA,NA,38
170755, Fátima,17,Dengue,2015-2019,NA,NA,11
170765, Figueirópolis,17,Dengue,2015-2019,NA,NA,49
170770, Filadélfia,17,Dengue,2015-2019,NA,NA,43
170820, Formoso do Araguaia,17,Dengue,2015-2019,NA,NA,890
170825, Fortaleza do Tabocão,17,Dengue,2015-2019,NA,NA,63
170830, Goianorte,17,Dengue,2015-2019,NA,NA,47
170900, Goiatins,17,Dengue,2015-2019,NA,NA,19
170930, Guaraí,17,Dengue,2015-2019,NA,NA,292
170950, Gurupi,17,Dengue,2015-2019,NA,NA,722
170980, Ipueiras,17,Dengue,2015-2019,NA,NA,28
171050, Itacajá,17,Dengue,2015-2019,NA,NA,97
171070, Itaguatins,17,Dengue,2015-2019,NA,NA,44
171090, Itapiratins,17,Dengue,2015-2019,NA,NA,22
171110, Itaporã do Tocantins,17,Dengue,2015-2019,NA,NA,47
171150, Jaú do Tocantins,17,Dengue,2015-2019,NA,NA,67
171180, Juarina,17,Dengue,2015-2019,NA,NA,8
171190, Lagoa da Confusão,17,Dengue,2015-2019,NA,NA,876
171195, Lagoa do Tocantins,17,Dengue,2015-2019,NA,NA,49
171200, Lajeado,17,Dengue,2015-2019,NA,NA,142
171215, Lavandeira,17,Dengue,2015-2019,NA,NA,22
171240, Lizarda,17,Dengue,2015-2019,NA,NA,29
171245, Luzinópolis,17,Dengue,2015-2019,NA,NA,16
171250, Marianópolis do Tocantins,17,Dengue,2015-2019,NA,NA,114
171270, Mateiros,17,Dengue,2015-2019,NA,NA,11
171280, Maurilândia do Tocantins,17,Dengue,2015-2019,NA,NA,66
171320, Miracema do Tocantins,17,Dengue,2015-2019,NA,NA,333
171330, Miranorte,17,Dengue,2015-2019,NA,NA,245
171360, Monte do Carmo,17,Dengue,2015-2019,NA,NA,143
171370, Monte Santo do Tocantins,17,Dengue,2015-2019,NA,NA,39
171395, Muricilândia,17,Dengue,2015-2019,NA,NA,227
171420, Natividade,17,Dengue,2015-2019,NA,NA,245
171430, Nazaré,17,Dengue,2015-2019,NA,NA,175
171488, Nova Olinda,17,Dengue,2015-2019,NA,NA,148
171500, Nova Rosalândia,17,Dengue,2015-2019,NA,NA,63
171510, Novo Acordo,17,Dengue,2015-2019,NA,NA,50
171515, Novo Alegre,17,Dengue,2015-2019,NA,NA,75
171525, Novo Jardim,17,Dengue,2015-2019,NA,NA,119
171550, Oliveira de Fátima,17,Dengue,2015-2019,NA,NA,38
172100, Palmas,17,Dengue,2015-2019,NA,NA,14004
171570, Palmeirante,17,Dengue,2015-2019,NA,NA,26
171380, Palmeiras do Tocantins,17,Dengue,2015-2019,NA,NA,15
171575, Palmeirópolis,17,Dengue,2015-2019,NA,NA,179
171610, Paraíso do Tocantins,17,Dengue,2015-2019,NA,NA,1062
171620, Paranã,17,Dengue,2015-2019,NA,NA,280
171630, Pau D'Arco,17,Dengue,2015-2019,NA,NA,17
171650, Pedro Afonso,17,Dengue,2015-2019,NA,NA,166
171660, Peixe,17,Dengue,2015-2019,NA,NA,190
171665, Pequizeiro,17,Dengue,2015-2019,NA,NA,45
171700, Pindorama do Tocantins,17,Dengue,2015-2019,NA,NA,124
171720, Piraquê,17,Dengue,2015-2019,NA,NA,17
171750, Pium,17,Dengue,2015-2019,NA,NA,326
171780, Ponte Alta do Bom Jesus,17,Dengue,2015-2019,NA,NA,96
171790, Ponte Alta do Tocantins,17,Dengue,2015-2019,NA,NA,119
171800, Porto Alegre do Tocantins,17,Dengue,2015-2019,NA,NA,43
171820, Porto Nacional,17,Dengue,2015-2019,NA,NA,1691
171830, Praia Norte,17,Dengue,2015-2019,NA,NA,172
171840, Presidente Kennedy,17,Dengue,2015-2019,NA,NA,49
171845, Pugmil,17,Dengue,2015-2019,NA,NA,52
171850, Recursolândia,17,Dengue,2015-2019,NA,NA,35
171855, Riachinho,17,Dengue,2015-2019,NA,NA,34
171865, Rio da Conceição,17,Dengue,2015-2019,NA,NA,117
171870, Rio dos Bois,17,Dengue,2015-2019,NA,NA,99
171875, Rio Sono,17,Dengue,2015-2019,NA,NA,41
171880, Sampaio,17,Dengue,2015-2019,NA,NA,31
171884, Sandolândia,17,Dengue,2015-2019,NA,NA,75
171886, Santa Fé do Araguaia,17,Dengue,2015-2019,NA,NA,42
171888, Santa Maria do Tocantins,17,Dengue,2015-2019,NA,NA,36
171889, Santa Rita do Tocantins,17,Dengue,2015-2019,NA,NA,11
171890, Santa Rosa do Tocantins,17,Dengue,2015-2019,NA,NA,47
171900, Santa Tereza do Tocantins,17,Dengue,2015-2019,NA,NA,32
172000, Santa Terezinha do Tocantins,17,Dengue,2015-2019,NA,NA,23
172010, São Bento do Tocantins,17,Dengue,2015-2019,NA,NA,41
172015, São Félix do Tocantins,17,Dengue,2015-2019,NA,NA,7
172020, São Miguel do Tocantins,17,Dengue,2015-2019,NA,NA,105
172025, São Salvador do Tocantins,17,Dengue,2015-2019,NA,NA,26
172030, São Sebastião do Tocantins,17,Dengue,2015-2019,NA,NA,14
172049, São Valério,17,Dengue,2015-2019,NA,NA,139
172065, Silvanópolis,17,Dengue,2015-2019,NA,NA,143
172080, Sítio Novo do Tocantins,17,Dengue,2015-2019,NA,NA,75
172085, Sucupira,17,Dengue,2015-2019,NA,NA,16
172090, Taguatinga,17,Dengue,2015-2019,NA,NA,85
172093, Taipas do Tocantins,17,Dengue,2015-2019,NA,NA,96
172097, Talismã,17,Dengue,2015-2019,NA,NA,83
172110, Tocantínia,17,Dengue,2015-2019,NA,NA,165
172120, Tocantinópolis,17,Dengue,2015-2019,NA,NA,739
172125, Tupirama,17,Dengue,2015-2019,NA,NA,43
172130, Tupiratins,17,Dengue,2015-2019,NA,NA,6
172208, Wanderlândia,17,Dengue,2015-2019,NA,NA,39
172210, Xambioá,17,Dengue,2015-2019,NA,NA,32
210005, Açailândia,21,Dengue,2015-2019,NA,NA,52
210010, Afonso Cunha,21,Dengue,2015-2019,NA,NA,1
210020, Alcântara,21,Dengue,2015-2019,NA,NA,67
210043, Alto Alegre do Maranhão,21,Dengue,2015-2019,NA,NA,61
210047, Alto Alegre do Pindaré,21,Dengue,2015-2019,NA,NA,72
210050, Alto Parnaíba,21,Dengue,2015-2019,NA,NA,103
210055, Amapá do Maranhão,21,Dengue,2015-2019,NA,NA,5
210060, Amarante do Maranhão,21,Dengue,2015-2019,NA,NA,224
210070, Anajatuba,21,Dengue,2015-2019,NA,NA,10
210083, Apicum-Açu,21,Dengue,2015-2019,NA,NA,4
210087, Araguanã,21,Dengue,2015-2019,NA,NA,94
210095, Arame,21,Dengue,2015-2019,NA,NA,115
210100, Arari,21,Dengue,2015-2019,NA,NA,15
210110, Axixá,21,Dengue,2015-2019,NA,NA,50
210120, Bacabal,21,Dengue,2015-2019,NA,NA,306
210125, Bacabeira,21,Dengue,2015-2019,NA,NA,64
210130, Bacuri,21,Dengue,2015-2019,NA,NA,5
210135, Bacurituba,21,Dengue,2015-2019,NA,NA,1
210140, Balsas,21,Dengue,2015-2019,NA,NA,2899
210150, Barão de Grajaú,21,Dengue,2015-2019,NA,NA,1
210160, Barra do Corda,21,Dengue,2015-2019,NA,NA,9956
210170, Barreirinhas,21,Dengue,2015-2019,NA,NA,4
210177, Bela Vista do Maranhão,21,Dengue,2015-2019,NA,NA,13
210180, Benedito Leite,21,Dengue,2015-2019,NA,NA,13
210190, Bequimão,21,Dengue,2015-2019,NA,NA,341
210193, Bernardo do Mearim,21,Dengue,2015-2019,NA,NA,9
210197, Boa Vista do Gurupi,21,Dengue,2015-2019,NA,NA,1
210200, Bom Jardim,21,Dengue,2015-2019,NA,NA,172
210203, Bom Jesus das Selvas,21,Dengue,2015-2019,NA,NA,532
210207, Bom Lugar,21,Dengue,2015-2019,NA,NA,17
210215, Brejo de Areia,21,Dengue,2015-2019,NA,NA,6
210230, Buriti Bravo,21,Dengue,2015-2019,NA,NA,288
210232, Buriticupu,21,Dengue,2015-2019,NA,NA,228
210235, Buritirana,21,Dengue,2015-2019,NA,NA,29
210237, Cachoeira Grande,21,Dengue,2015-2019,NA,NA,3
210250, Cajari,21,Dengue,2015-2019,NA,NA,1
210255, Campestre do Maranhão,21,Dengue,2015-2019,NA,NA,779
210260, Cândido Mendes,21,Dengue,2015-2019,NA,NA,1
210270, Cantanhede,21,Dengue,2015-2019,NA,NA,96
210275, Capinzal do Norte,21,Dengue,2015-2019,NA,NA,23
210280, Carolina,21,Dengue,2015-2019,NA,NA,180
210290, Carutapera,21,Dengue,2015-2019,NA,NA,19
210300, Caxias,21,Dengue,2015-2019,NA,NA,1
210310, Cedral,21,Dengue,2015-2019,NA,NA,1
210315, Centro do Guilherme,21,Dengue,2015-2019,NA,NA,4
210317, Centro Novo do Maranhão,21,Dengue,2015-2019,NA,NA,2
210320, Chapadinha,21,Dengue,2015-2019,NA,NA,27
210325, Cidelândia,21,Dengue,2015-2019,NA,NA,66
210330, Codó,21,Dengue,2015-2019,NA,NA,43
210340, Coelho Neto,21,Dengue,2015-2019,NA,NA,2
