geocode,municipio,uf,disease,period,rural,urban,total
210542, Itinga do Maranhão,21,Dengue,2004-2008,2,47,49
210545, Jatobá,21,Dengue,2004-2008,16,31,47
210547, Jenipapo dos Vieiras,21,Dengue,2004-2008,73,84,157
210550, João Lisboa,21,Dengue,2004-2008,6,69,75
210560, Joselândia,21,Dengue,2004-2008,88,220,308
210570, Lago da Pedra,21,Dengue,2004-2008,81,543,624
210580, Lago do Junco,21,Dengue,2004-2008,20,26,46
210594, Lago dos Rodrigues,21,Dengue,2004-2008,6,21,27
210598, Lajeado Novo,21,Dengue,2004-2008,28,33,61
210600, Lima Campos,21,Dengue,2004-2008,2,31,33
210620, Luís Domingues,21,Dengue,2004-2008,1,23,24
210632, Maracaçumé,21,Dengue,2004-2008,1,43,44
210635, Marajá do Sena,21,Dengue,2004-2008,2,0,2
210660, Matões,21,Dengue,2004-2008,1,1,2
210670, Mirador,21,Dengue,2004-2008,58,225,283
210675, Miranda do Norte,21,Dengue,2004-2008,38,212,250
210680, Mirinzal,21,Dengue,2004-2008,40,41,81
210690, Monção,21,Dengue,2004-2008,20,4,24
210700, Montes Altos,21,Dengue,2004-2008,1,36,37
210710, Morros,21,Dengue,2004-2008,91,158,249
210725, Nova Colinas,21,Dengue,2004-2008,4,19,23
210730, Nova Iorque,21,Dengue,2004-2008,8,203,211
210735, Nova Olinda do Maranhão,21,Dengue,2004-2008,12,54,66
210740, Olho d'Água das Cunhãs,21,Dengue,2004-2008,1,11,12
210750, Paço do Lumiar,21,Dengue,2004-2008,299,144,443
210770, Paraibano,21,Dengue,2004-2008,1,22,23
210800, Pastos Bons,21,Dengue,2004-2008,81,145,226
210820, Pedreiras,21,Dengue,2004-2008,34,636,670
210830, Penalva,21,Dengue,2004-2008,58,93,151
210840, Peri Mirim,21,Dengue,2004-2008,2,1,3
210850, Pindaré-Mirim,21,Dengue,2004-2008,53,445,498
210860, Pinheiro,21,Dengue,2004-2008,13,59,72
210870, Pio XII,21,Dengue,2004-2008,31,133,164
210890, Poção de Pedras,21,Dengue,2004-2008,21,160,181
210900, Porto Franco,21,Dengue,2004-2008,4,88,92
210910, Presidente Dutra,21,Dengue,2004-2008,33,63,96
210920, Presidente Juscelino,21,Dengue,2004-2008,43,119,162
210923, Presidente Médici,21,Dengue,2004-2008,2,8,10
210930, Presidente Vargas,21,Dengue,2004-2008,10,5,15
210940, Primeira Cruz,21,Dengue,2004-2008,3,3,6
210945, Raposa,21,Dengue,2004-2008,44,17,61
210950, Riachão,21,Dengue,2004-2008,11,45,56
210955, Ribamar Fiquene,21,Dengue,2004-2008,2,11,13
210960, Rosário,21,Dengue,2004-2008,107,120,227
210970, Sambaíba,21,Dengue,2004-2008,0,10,10
210975, Santa Filomena do Maranhão,21,Dengue,2004-2008,25,27,52
210980, Santa Helena,21,Dengue,2004-2008,14,93,107
210990, Santa Inês,21,Dengue,2004-2008,102,740,842
211000, Santa Luzia,21,Dengue,2004-2008,36,52,88
211003, Santa Luzia do Paruá,21,Dengue,2004-2008,27,148,175
211020, Santa Rita,21,Dengue,2004-2008,28,118,146
211027, Santo Amaro do Maranhão,21,Dengue,2004-2008,0,1,1
211030, Santo Antônio dos Lopes,21,Dengue,2004-2008,24,137,161
211040, São Benedito do Rio Preto,21,Dengue,2004-2008,0,3,3
211050, São Bento,21,Dengue,2004-2008,2,1,3
211065, São Domingos do Azeitão,21,Dengue,2004-2008,33,44,77
211070, São Domingos do Maranhão,21,Dengue,2004-2008,8,20,28
211080, São Félix de Balsas,21,Dengue,2004-2008,5,21,26
211085, São Francisco do Brejão,21,Dengue,2004-2008,23,69,92
211100, São João Batista,21,Dengue,2004-2008,4,0,4
211105, São João do Paraíso,21,Dengue,2004-2008,15,48,63
211107, São João do Soter,21,Dengue,2004-2008,8,4,12
211120, São José de Ribamar,21,Dengue,2004-2008,244,181,425
211125, São José dos Basílios,21,Dengue,2004-2008,21,84,105
211130, São Luís,21,Dengue,2004-2008,376,7980,8356
211140, São Luís Gonzaga do Maranhão,21,Dengue,2004-2008,12,46,58
211150, São Mateus do Maranhão,21,Dengue,2004-2008,16,93,109
211153, São Pedro da Água Branca,21,Dengue,2004-2008,0,45,45
211163, São Raimundo do Doca Bezerra,21,Dengue,2004-2008,14,0,14
211167, São Roberto,21,Dengue,2004-2008,4,14,18
211172, Satubinha,21,Dengue,2004-2008,0,2,2
211174, Senador Alexandre Costa,21,Dengue,2004-2008,19,77,96
211176, Senador La Rocque,21,Dengue,2004-2008,10,12,22
211178, Serrano do Maranhão,21,Dengue,2004-2008,0,1,1
211180, Sítio Novo,21,Dengue,2004-2008,20,23,43
211190, Sucupira do Norte,21,Dengue,2004-2008,21,19,40
211200, Tasso Fragoso,21,Dengue,2004-2008,6,56,62
211210, Timbiras,21,Dengue,2004-2008,8,30,38
211223, Trizidela do Vale,21,Dengue,2004-2008,6,139,145
211227, Tufilândia,21,Dengue,2004-2008,1,8,9
211230, Tuntum,21,Dengue,2004-2008,100,133,233
211240, Turiaçu,21,Dengue,2004-2008,126,271,397
211260, Urbano Santos,21,Dengue,2004-2008,5,3,8
211270, Vargem Grande,21,Dengue,2004-2008,12,91,103
211280, Viana,21,Dengue,2004-2008,7,17,24
211285, Vila Nova dos Martírios,21,Dengue,2004-2008,5,26,31
211290, Vitória do Mearim,21,Dengue,2004-2008,9,12,21
211300, Vitorino Freire,21,Dengue,2004-2008,74,188,262
211400, Zé Doca,21,Dengue,2004-2008,48,89,137
250000, Município ignorado - PB,25,Dengue,2004-2008,0,1,1
260520, Escada,26,Dengue,2004-2008,0,1,1
290250, Baianópolis,29,Dengue,2004-2008,0,1,1
290320, Barreiras,29,Dengue,2004-2008,0,2,2
290000, Município ignorado - BA,29,Dengue,2004-2008,0,1,1
310670, Betim,31,Dengue,2004-2008,0,2,2
314610, Ouro Preto,31,Dengue,2004-2008,0,1,1
315270, Prados,31,Dengue,2004-2008,0,2,2
317020, Uberlândia,31,Dengue,2004-2008,0,2,2
330390, Petrópolis,33,Dengue,2004-2008,0,1,1
330455, Rio de Janeiro,33,Dengue,2004-2008,0,1,1
330460, Santa Maria Madalena,33,Dengue,2004-2008,0,1,1
354140, Presidente Prudente,35,Dengue,2004-2008,0,1,1
354890, São Carlos,35,Dengue,2004-2008,0,1,1
355030, São Paulo,35,Dengue,2004-2008,0,9,9
411820, Paranaguá,41,Dengue,2004-2008,0,1,1
500270, Campo Grande,50,Dengue,2004-2008,0,4,4
510010, Acorizal,51,Dengue,2004-2008,3,4,7
510020, Água Boa,51,Dengue,2004-2008,7,166,173
510025, Alta Floresta,51,Dengue,2004-2008,11,1152,1163
510030, Alto Araguaia,51,Dengue,2004-2008,0,54,54
510035, Alto Boa Vista,51,Dengue,2004-2008,37,318,355
510040, Alto Garças,51,Dengue,2004-2008,2,43,45
510050, Alto Paraguai,51,Dengue,2004-2008,3,45,48
510100, Araguaiana,51,Dengue,2004-2008,25,335,360
510125, Araputanga,51,Dengue,2004-2008,39,713,752
510130, Arenápolis,51,Dengue,2004-2008,4,42,46
510140, Aripuanã,51,Dengue,2004-2008,47,653,700
510160, Barão de Melgaço,51,Dengue,2004-2008,1,5,6
510170, Barra do Bugres,51,Dengue,2004-2008,34,510,544
510180, Barra do Garças,51,Dengue,2004-2008,63,3753,3816
510190, Brasnorte,51,Dengue,2004-2008,38,279,317
510250, Cáceres,51,Dengue,2004-2008,55,892,947
510260, Campinápolis,51,Dengue,2004-2008,10,20,30
510263, Campo Novo do Parecis,51,Dengue,2004-2008,123,889,1012
510267, Campo Verde,51,Dengue,2004-2008,26,335,361
510269, Canabrava do Norte,51,Dengue,2004-2008,1,2,3
510270, Canarana,51,Dengue,2004-2008,23,303,326
510279, Carlinda,51,Dengue,2004-2008,114,518,632
510300, Chapada dos Guimarães,51,Dengue,2004-2008,19,49,68
510305, Cláudia,51,Dengue,2004-2008,13,765,778
510320, Colíder,51,Dengue,2004-2008,7,421,428
510325, Colniza,51,Dengue,2004-2008,66,302,368
510330, Comodoro,51,Dengue,2004-2008,25,80,105
510335, Confresa,51,Dengue,2004-2008,67,372,439
510336, Conquista D'Oeste,51,Dengue,2004-2008,8,72,80
510337, Cotriguaçu,51,Dengue,2004-2008,62,236,298
510340, Cuiabá,51,Dengue,2004-2008,15,1942,1957
510343, Curvelândia,51,Dengue,2004-2008,8,18,26
510345, Denise,51,Dengue,2004-2008,0,10,10
510350, Diamantino,51,Dengue,2004-2008,19,384,403
510360, Dom Aquino,51,Dengue,2004-2008,3,43,46
510370, Feliz Natal,51,Dengue,2004-2008,3,106,109
510380, Figueirópolis D'Oeste,51,Dengue,2004-2008,41,78,119
510385, Gaúcha do Norte,51,Dengue,2004-2008,15,178,193
510390, General Carneiro,51,Dengue,2004-2008,8,186,194
510395, Glória D'Oeste,51,Dengue,2004-2008,7,9,16
510410, Guarantã do Norte,51,Dengue,2004-2008,17,298,315
510420, Guiratinga,51,Dengue,2004-2008,4,123,127
510450, Indiavaí,51,Dengue,2004-2008,8,57,65
510454, Itanhangá,51,Dengue,2004-2008,13,78,91
510455, Itaúba,51,Dengue,2004-2008,13,126,139
510460, Itiquira,51,Dengue,2004-2008,3,10,13
510480, Jaciara,51,Dengue,2004-2008,8,395,403
510490, Jangada,51,Dengue,2004-2008,2,5,7
510500, Jauru,51,Dengue,2004-2008,25,130,155
510510, Juara,51,Dengue,2004-2008,21,329,350
510515, Juína,51,Dengue,2004-2008,30,985,1015
510517, Juruena,51,Dengue,2004-2008,9,44,53
510520, Juscimeira,51,Dengue,2004-2008,10,91,101
510523, Lambari D'Oeste,51,Dengue,2004-2008,16,36,52
510525, Lucas do Rio Verde,51,Dengue,2004-2008,19,731,750
510530, Luciara,51,Dengue,2004-2008,1,1,2
510558, Marcelândia,51,Dengue,2004-2008,27,706,733
510560, Matupá,51,Dengue,2004-2008,10,423,433
510562, Mirassol d'Oeste,51,Dengue,2004-2008,11,251,262
510590, Nobres,51,Dengue,2004-2008,9,95,104
510600, Nortelândia,51,Dengue,2004-2008,5,10,15
510610, Nossa Senhora do Livramento,51,Dengue,2004-2008,29,74,103
510615, Nova Bandeirantes,51,Dengue,2004-2008,9,17,26
510620, Nova Brasilândia,51,Dengue,2004-2008,10,158,168
510621, Nova Canaã do Norte,51,Dengue,2004-2008,26,284,310
510880, Nova Guarita,51,Dengue,2004-2008,8,89,97
510618, Nova Lacerda,51,Dengue,2004-2008,3,8,11
510885, Nova Marilândia,51,Dengue,2004-2008,1,8,9
510890, Nova Maringá,51,Dengue,2004-2008,4,62,66
510622, Nova Mutum,51,Dengue,2004-2008,25,451,476
510617, Nova Nazaré,51,Dengue,2004-2008,3,0,3
510623, Nova Olímpia,51,Dengue,2004-2008,6,208,214
510619, Nova Santa Helena,51,Dengue,2004-2008,8,157,165
510624, Nova Ubiratã,51,Dengue,2004-2008,23,122,145
510625, Nova Xavantina,51,Dengue,2004-2008,7,33,40
510627, Novo Horizonte do Norte,51,Dengue,2004-2008,0,3,3
510626, Novo Mundo,51,Dengue,2004-2008,9,4,13
510628, Novo São Joaquim,51,Dengue,2004-2008,8,79,87
510629, Paranaíta,51,Dengue,2004-2008,3,94,97
510630, Paranatinga,51,Dengue,2004-2008,58,1002,1060
510637, Pedra Preta,51,Dengue,2004-2008,19,187,206
510642, Peixoto de Azevedo,51,Dengue,2004-2008,9,362,371
510645, Planalto da Serra,51,Dengue,2004-2008,0,6,6
510650, Poconé,51,Dengue,2004-2008,8,15,23
510665, Pontal do Araguaia,51,Dengue,2004-2008,13,196,209
510670, Ponte Branca,51,Dengue,2004-2008,1,6,7
510675, Pontes e Lacerda,51,Dengue,2004-2008,46,928,974
510677, Porto Alegre do Norte,51,Dengue,2004-2008,2,10,12
510682, Porto Esperidião,51,Dengue,2004-2008,9,136,145
510685, Porto Estrela,51,Dengue,2004-2008,2,8,10
510700, Poxoréo,51,Dengue,2004-2008,8,46,54
510704, Primavera do Leste,51,Dengue,2004-2008,20,1414,1434
510706, Querência,51,Dengue,2004-2008,16,170,186
510715, Reserva do Cabaçal,51,Dengue,2004-2008,7,25,32
510718, Ribeirão Cascalheira,51,Dengue,2004-2008,19,218,237
510719, Ribeirãozinho,51,Dengue,2004-2008,4,102,106
510720, Rio Branco,51,Dengue,2004-2008,35,596,631
510757, Rondolândia,51,Dengue,2004-2008,4,2,6
510760, Rondonópolis,51,Dengue,2004-2008,13,666,679
510770, Rosário Oeste,51,Dengue,2004-2008,39,300,339
510775, Salto do Céu,51,Dengue,2004-2008,24,94,118
510724, Santa Carmem,51,Dengue,2004-2008,7,93,100
510774, Santa Cruz do Xingu,51,Dengue,2004-2008,6,79,85
510776, Santa Rita do Trivelato,51,Dengue,2004-2008,2,16,18
510777, Santa Terezinha,51,Dengue,2004-2008,3,5,8
510726, Santo Afonso,51,Dengue,2004-2008,3,20,23
510779, Santo Antônio do Leste,51,Dengue,2004-2008,8,36,44
510780, Santo Antônio do Leverger,51,Dengue,2004-2008,29,5,34
510785, São Félix do Araguaia,51,Dengue,2004-2008,21,28,49
510729, São José do Povo,51,Dengue,2004-2008,10,13,23
510730, São José do Rio Claro,51,Dengue,2004-2008,7,243,250
510735, São José do Xingu,51,Dengue,2004-2008,49,471,520
510710, São José dos Quatro Marcos,51,Dengue,2004-2008,22,232,254
510740, São Pedro da Cipa,51,Dengue,2004-2008,2,186,188
510787, Sapezal,51,Dengue,2004-2008,5,48,53
510788, Serra Nova Dourada,51,Dengue,2004-2008,3,5,8
510790, Sinop,51,Dengue,2004-2008,36,2305,2341
510792, Sorriso,51,Dengue,2004-2008,109,1799,1908
510794, Tabaporã,51,Dengue,2004-2008,10,680,690
510795, Tangará da Serra,51,Dengue,2004-2008,18,1530,1548
510800, Tapurah,51,Dengue,2004-2008,4,186,190
510805, Terra Nova do Norte,51,Dengue,2004-2008,15,147,162
510810, Tesouro,51,Dengue,2004-2008,0,1,1
510820, Torixoréu,51,Dengue,2004-2008,5,19,24
510830, União do Sul,51,Dengue,2004-2008,3,38,41
510835, Vale de São Domingos,51,Dengue,2004-2008,10,5,15
510840, Várzea Grande,51,Dengue,2004-2008,16,1135,1151
510850, Vera,51,Dengue,2004-2008,15,427,442
510550, Vila Bela da Santíssima Trindade,51,Dengue,2004-2008,38,37,75
510860, Vila Rica,51,Dengue,2004-2008,54,281,335
510000, Município ignorado - MT,51,Dengue,2004-2008,0,3,3
520110, Anápolis,52,Dengue,2004-2008,0,8,8
520130, Anicuns,52,Dengue,2004-2008,0,1,1
520170, Aragarças,52,Dengue,2004-2008,0,101,101
520310, Baliza,52,Dengue,2004-2008,1,0,1
520340, Bom Jardim de Goiás,52,Dengue,2004-2008,1,1,2
520540, Ceres,52,Dengue,2004-2008,0,2,2
520545, Cezarina,52,Dengue,2004-2008,0,1,1
520870, Goiânia,52,Dengue,2004-2008,0,37,37
520890, Goiás,52,Dengue,2004-2008,0,2,2
521020, Iporá,52,Dengue,2004-2008,0,1,1
521190, Jataí,52,Dengue,2004-2008,0,1,1
521370, Montes Claros de Goiás,52,Dengue,2004-2008,0,2,2
521740, Pires do Rio,52,Dengue,2004-2008,0,1,1
521930, Santa Helena de Goiás,52,Dengue,2004-2008,0,1,1
521975, Santo Antônio do Descoberto,52,Dengue,2004-2008,0,1,1
530010, Brasília,53,Dengue,2004-2008,0,14,14
110146, Pimenteiras do Oeste,11,Dengue,2004-2008,0,2,2
120033, Mâncio Lima,12,Dengue,2004-2008,1,0,1
120060, Tarauacá,12,Dengue,2004-2008,0,2,2
130002, Alvarães,13,Dengue,2004-2008,0,3,3
130008, Anamã,13,Dengue,2004-2008,1,1,2
130014, Apuí,13,Dengue,2004-2008,0,1,1
130030, Autazes,13,Dengue,2004-2008,2,3,5
130060, Benjamin Constant,13,Dengue,2004-2008,0,3,3
130115, Careiro da Várzea,13,Dengue,2004-2008,3,3,6
130160, Fonte Boa,13,Dengue,2004-2008,1,0,1
130200, Itapiranga,13,Dengue,2004-2008,0,1,1
130220, Juruá,13,Dengue,2004-2008,NA,NA,1
130240, Lábrea,13,Dengue,2004-2008,2,75,77
130390, São Paulo de Olivença,13,Dengue,2004-2008,1,0,1
130420, Tefé,13,Dengue,2004-2008,1,3,4
130426, Uarini,13,Dengue,2004-2008,0,1,1
140060, São Luiz,14,Dengue,2004-2008,1,2,3
150100, Aveiro,15,Dengue,2004-2008,3,5,8
150285, Curuá,15,Dengue,2004-2008,0,1,1
150445, Medicilândia,15,Dengue,2004-2008,3,3,6
150500, Nova Timboteua,15,Dengue,2004-2008,1,3,4
150560, Peixe-Boi,15,Dengue,2004-2008,1,2,3
150590, Porto de Moz,15,Dengue,2004-2008,0,1,1
150780, Senador José Porfírio,15,Dengue,2004-2008,2,1,3
150815, Uruará,15,Dengue,2004-2008,0,3,3
150835, Vitória do Xingu,15,Dengue,2004-2008,3,1,4
160021, Cutias,16,Dengue,2004-2008,0,1,1
160023, Ferreira Gomes,16,Dengue,2004-2008,0,2,2
160025, Itaubal,16,Dengue,2004-2008,0,2,2
160080, Vitória do Jari,16,Dengue,2004-2008,1,1,2
170270, Aurora do Tocantins,17,Dengue,2004-2008,1,2,3
170320, Bernardo Sayão,17,Dengue,2004-2008,4,20,24
170360, Brasilândia do Tocantins,17,Dengue,2004-2008,1,6,7
170382, Cachoeirinha,17,Dengue,2004-2008,13,48,61
170410, Centenário,17,Dengue,2004-2008,4,19,23
170560, Conceição do Tocantins,17,Dengue,2004-2008,2,26,28
170755, Fátima,17,Dengue,2004-2008,2,50,52
171195, Lagoa do Tocantins,17,Dengue,2004-2008,2,0,2
171240, Lizarda,17,Dengue,2004-2008,2,13,15
171570, Palmeirante,17,Dengue,2004-2008,2,2,4
171575, Palmeirópolis,17,Dengue,2004-2008,19,273,292
171620, Paranã,17,Dengue,2004-2008,30,73,103
171700, Pindorama do Tocantins,17,Dengue,2004-2008,14,57,71
171840, Presidente Kennedy,17,Dengue,2004-2008,0,23,23
171850, Recursolândia,17,Dengue,2004-2008,9,38,47
171865, Rio da Conceição,17,Dengue,2004-2008,0,2,2
171889, Santa Rita do Tocantins,17,Dengue,2004-2008,7,19,26
172097, Talismã,17,Dengue,2004-2008,4,33,37
210177, Bela Vista do Maranhão,21,Dengue,2004-2008,2,0,2
210210, Brejo,21,Dengue,2004-2008,NA,NA,1
210235, Buritirana,21,Dengue,2004-2008,12,2,14
210290, Carutapera,21,Dengue,2004-2008,1,23,24
210312, Central do Maranhão,21,Dengue,2004-2008,2,0,2
210465, Governador Newton Bello,21,Dengue,2004-2008,9,35,44
210565, Junco do Maranhão,21,Dengue,2004-2008,0,6,6
210590, Lago Verde,21,Dengue,2004-2008,25,95,120
210596, Lagoa Grande do Maranhão,21,Dengue,2004-2008,70,155,225
210610, Loreto,21,Dengue,2004-2008,2,3,5
210637, Maranhãozinho,21,Dengue,2004-2008,0,38,38
210640, Mata Roma,21,Dengue,2004-2008,1,0,1
210650, Matinha,21,Dengue,2004-2008,0,1,1
210663, Matões do Norte,21,Dengue,2004-2008,9,67,76
210745, Olinda Nova do Maranhão,21,Dengue,2004-2008,0,1,1
210760, Palmeirândia,21,Dengue,2004-2008,NA,NA,1
210810, Paulo Ramos,21,Dengue,2004-2008,0,1,1
210845, Peritoró,21,Dengue,2004-2008,1,1,2
210880, Pirapemas,21,Dengue,2004-2008,2,25,27
210905, Porto Rico do Maranhão,21,Dengue,2004-2008,2,7,9
211102, São João do Carú,21,Dengue,2004-2008,1,3,4
211160, São Raimundo das Mangabeiras,21,Dengue,2004-2008,0,1,1
211245, Turilândia,21,Dengue,2004-2008,2,3,5
220920, Santa Filomena,22,Dengue,2004-2008,0,1,1
221110, União,22,Dengue,2004-2008,0,1,1
230440, Fortaleza,23,Dengue,2004-2008,0,1,1
230570, Ipaumirim,23,Dengue,2004-2008,0,1,1
230640, Itapipoca,23,Dengue,2004-2008,NA,NA,1
230730, Juazeiro do Norte,23,Dengue,2004-2008,0,1,1
250370, Cajazeiras,25,Dengue,2004-2008,0,2,2
251620, Sousa,25,Dengue,2004-2008,0,1,1
260220, Bom Jardim,26,Dengue,2004-2008,1,0,1
261640, Vitória de Santo Antão,26,Dengue,2004-2008,0,1,1
290490, Cachoeira,29,Dengue,2004-2008,1,0,1
291110, Formosa do Rio Preto,29,Dengue,2004-2008,1,0,1
292890, São Desidério,29,Dengue,2004-2008,1,0,1
310620, Belo Horizonte,31,Dengue,2004-2008,0,1,1
310740, Bom Despacho,31,Dengue,2004-2008,0,1,1
312610, Formiga,31,Dengue,2004-2008,0,1,1
313420, Ituiutaba,31,Dengue,2004-2008,0,1,1
313440, Iturama,31,Dengue,2004-2008,0,1,1
313820, Lavras,31,Dengue,2004-2008,0,1,1
314400, Mutum,31,Dengue,2004-2008,0,1,1
315250, Pouso Alegre,31,Dengue,2004-2008,0,1,1
316110, São Francisco,31,Dengue,2004-2008,0,1,1
320520, Vila Velha,32,Dengue,2004-2008,0,1,1
330630, Volta Redonda,33,Dengue,2004-2008,0,1,1
350950, Campinas,35,Dengue,2004-2008,0,1,1
352590, Jundiaí,35,Dengue,2004-2008,0,1,1
352710, Lins,35,Dengue,2004-2008,1,0,1
354870, São Bernardo do Campo,35,Dengue,2004-2008,0,3,3
355410, Taubaté,35,Dengue,2004-2008,0,1,1
355700, Votorantim,35,Dengue,2004-2008,0,1,1
410500, Catanduvas,41,Dengue,2004-2008,NA,NA,1
410690, Curitiba,41,Dengue,2004-2008,0,1,1
411370, Londrina,41,Dengue,2004-2008,0,1,1
411420, Mandaguari,41,Dengue,2004-2008,0,1,1
411520, Maringá,41,Dengue,2004-2008,0,1,1
412000, Porecatu,41,Dengue,2004-2008,0,1,1
412150, Rebouças,41,Dengue,2004-2008,0,1,1
412550, São José dos Pinhais,41,Dengue,2004-2008,0,1,1
420420, Chapecó,42,Dengue,2004-2008,0,1,1
420700, Içara,42,Dengue,2004-2008,0,1,1
421050, Maravilha,42,Dengue,2004-2008,0,1,1
430810, Feliz,43,Dengue,2004-2008,0,1,1
430850, Frederico Westphalen,43,Dengue,2004-2008,0,1,1
431130, Lagoa Vermelha,43,Dengue,2004-2008,0,1,1
431560, Rio Grande,43,Dengue,2004-2008,0,1,1
431870, São Leopoldo,43,Dengue,2004-2008,0,1,1
432080, Soledade,43,Dengue,2004-2008,0,1,1
432240, Uruguaiana,43,Dengue,2004-2008,0,1,1
500370, Dourados,50,Dengue,2004-2008,0,1,1
500400, Glória de Dourados,50,Dengue,2004-2008,0,1,1
500600, Nova Alvorada do Sul,50,Dengue,2004-2008,1,0,1
510060, Alto Taquari,51,Dengue,2004-2008,0,18,18
510080, Apiacás,51,Dengue,2004-2008,1,4,5
510185, Bom Jesus do Araguaia,51,Dengue,2004-2008,4,0,4
510268, Campos de Júlio,51,Dengue,2004-2008,5,50,55
510285, Castanheira,51,Dengue,2004-2008,0,4,4
510452, Ipiranga do Norte,51,Dengue,2004-2008,12,103,115
510895, Nova Monte Verde,51,Dengue,2004-2008,1,1,2
510680, Porto dos Gaúchos,51,Dengue,2004-2008,1,3,4
520005, Abadia de Goiás,52,Dengue,2004-2008,0,1,1
520140, Aparecida de Goiânia,52,Dengue,2004-2008,0,2,2
520470, Campinorte,52,Dengue,2004-2008,0,1,1
521180, Jaraguá,52,Dengue,2004-2008,0,1,1
521308, Minaçu,52,Dengue,2004-2008,0,1,1
521450, Nerópolis,52,Dengue,2004-2008,0,1,1
521800, Porangatu,52,Dengue,2004-2008,0,2,2
521970, Santa Terezinha de Goiás,52,Dengue,2004-2008,0,1,1
522010, São Luís de Montes Belos,52,Dengue,2004-2008,0,1,1
522160, Uruaçu,52,Dengue,2004-2008,0,1,1
522220, Vila Boa,52,Dengue,2004-2008,0,1,1
110001, Alta Floresta D'Oeste,11,Dengue,2015-2019,NA,NA,832
110037, Alto Alegre dos Parecis,11,Dengue,2015-2019,NA,NA,86
110040, Alto Paraíso,11,Dengue,2015-2019,NA,NA,64
110034, Alvorada D'Oeste,11,Dengue,2015-2019,NA,NA,129
110002, Ariquemes,11,Dengue,2015-2019,NA,NA,188
110045, Buritis,11,Dengue,2015-2019,NA,NA,716
110003, Cabixi,11,Dengue,2015-2019,NA,NA,286
110060, Cacaulândia,11,Dengue,2015-2019,NA,NA,80
110004, Cacoal,11,Dengue,2015-2019,NA,NA,329
110070, Campo Novo de Rondônia,11,Dengue,2015-2019,NA,NA,105
110080, Candeias do Jamari,11,Dengue,2015-2019,NA,NA,254
110090, Castanheiras,11,Dengue,2015-2019,NA,NA,37
110005, Cerejeiras,11,Dengue,2015-2019,NA,NA,654
110092, Chupinguaia,11,Dengue,2015-2019,NA,NA,91
110006, Colorado do Oeste,11,Dengue,2015-2019,NA,NA,101
110007, Corumbiara,11,Dengue,2015-2019,NA,NA,66
110008, Costa Marques,11,Dengue,2015-2019,NA,NA,68
110094, Cujubim,11,Dengue,2015-2019,NA,NA,140
110009, Espigão D'Oeste,11,Dengue,2015-2019,NA,NA,972
110100, Governador Jorge Teixeira,11,Dengue,2015-2019,NA,NA,28
110010, Guajará-Mirim,11,Dengue,2015-2019,NA,NA,453
110110, Itapuã do Oeste,11,Dengue,2015-2019,NA,NA,76
110011, Jaru,11,Dengue,2015-2019,NA,NA,293
110012, Ji-Paraná,11,Dengue,2015-2019,NA,NA,1072
110013, Machadinho D'Oeste,11,Dengue,2015-2019,NA,NA,633
110120, Ministro Andreazza,11,Dengue,2015-2019,NA,NA,118
110130, Mirante da Serra,11,Dengue,2015-2019,NA,NA,22
110140, Monte Negro,11,Dengue,2015-2019,NA,NA,97
110014, Nova Brasilândia D'Oeste,11,Dengue,2015-2019,NA,NA,446
110033, Nova Mamoré,11,Dengue,2015-2019,NA,NA,245
110143, Nova União,11,Dengue,2015-2019,NA,NA,33
110050, Novo Horizonte do Oeste,11,Dengue,2015-2019,NA,NA,84
110015, Ouro Preto do Oeste,11,Dengue,2015-2019,NA,NA,236
110145, Parecis,11,Dengue,2015-2019,NA,NA,204
110018, Pimenta Bueno,11,Dengue,2015-2019,NA,NA,674
110146, Pimenteiras do Oeste,11,Dengue,2015-2019,NA,NA,62
110020, Porto Velho,11,Dengue,2015-2019,NA,NA,1641
110025, Presidente Médici,11,Dengue,2015-2019,NA,NA,206
110147, Primavera de Rondônia,11,Dengue,2015-2019,NA,NA,14
110026, Rio Crespo,11,Dengue,2015-2019,NA,NA,54
110028, Rolim de Moura,11,Dengue,2015-2019,NA,NA,507
110029, Santa Luzia D'Oeste,11,Dengue,2015-2019,NA,NA,67
110148, São Felipe D'Oeste,11,Dengue,2015-2019,NA,NA,87
110149, São Francisco do Guaporé,11,Dengue,2015-2019,NA,NA,114
110032, São Miguel do Guaporé,11,Dengue,2015-2019,NA,NA,74
110150, Seringueiras,11,Dengue,2015-2019,NA,NA,99
110155, Teixeirópolis,11,Dengue,2015-2019,NA,NA,12
110160, Theobroma,11,Dengue,2015-2019,NA,NA,30
110170, Urupá,11,Dengue,2015-2019,NA,NA,82
110175, Vale do Anari,11,Dengue,2015-2019,NA,NA,54
110180, Vale do Paraíso,11,Dengue,2015-2019,NA,NA,130
110030, Vilhena,11,Dengue,2015-2019,NA,NA,675
110000, Município ignorado - RO,11,Dengue,2015-2019,NA,NA,6
120001, Acrelândia,12,Dengue,2015-2019,NA,NA,234
120005, Assis Brasil,12,Dengue,2015-2019,NA,NA,589
120010, Brasiléia,12,Dengue,2015-2019,NA,NA,373
120013, Bujari,12,Dengue,2015-2019,NA,NA,191
120017, Capixaba,12,Dengue,2015-2019,NA,NA,219
120020, Cruzeiro do Sul,12,Dengue,2015-2019,NA,NA,8951
120025, Epitaciolândia,12,Dengue,2015-2019,NA,NA,820
120030, Feijó,12,Dengue,2015-2019,NA,NA,1242
120032, Jordão,12,Dengue,2015-2019,NA,NA,6
