geocode,municipio,uf,disease,period,rural,urban,total
210420, Fortuna,21,CL,2004-2008,78,36,114
210430, Godofredo Viana,21,CL,2004-2008,7,21,28
210440, Gonçalves Dias,21,CL,2004-2008,48,20,68
210450, Governador Archer,21,CL,2004-2008,10,8,18
210455, Governador Edison Lobão,21,CL,2004-2008,10,8,18
210460, Governador Eugênio Barros,21,CL,2004-2008,75,14,89
210462, Governador Luiz Rocha,21,CL,2004-2008,14,13,27
210465, Governador Newton Bello,21,CL,2004-2008,31,14,45
210467, Governador Nunes Freire,21,CL,2004-2008,94,154,248
210470, Graça Aranha,21,CL,2004-2008,5,0,5
210480, Grajaú,21,CL,2004-2008,83,61,144
210490, Guimarães,21,CL,2004-2008,36,29,65
210500, Humberto de Campos,21,CL,2004-2008,4,0,4
210510, Icatu,21,CL,2004-2008,46,4,50
210515, Igarapé do Meio,21,CL,2004-2008,3,3,6
210520, Igarapé Grande,21,CL,2004-2008,7,4,11
210530, Imperatriz,21,CL,2004-2008,8,332,340
210535, Itaipava do Grajaú,21,CL,2004-2008,16,9,25
210540, Itapecuru Mirim,21,CL,2004-2008,58,54,112
210542, Itinga do Maranhão,21,CL,2004-2008,75,222,297
210545, Jatobá,21,CL,2004-2008,14,16,30
210547, Jenipapo dos Vieiras,21,CL,2004-2008,7,4,11
210550, João Lisboa,21,CL,2004-2008,12,49,61
210560, Joselândia,21,CL,2004-2008,38,15,53
210565, Junco do Maranhão,21,CL,2004-2008,15,5,20
210570, Lago da Pedra,21,CL,2004-2008,34,69,103
210580, Lago do Junco,21,CL,2004-2008,8,15,23
210594, Lago dos Rodrigues,21,CL,2004-2008,2,4,6
210590, Lago Verde,21,CL,2004-2008,2,0,2
210592, Lagoa do Mato,21,CL,2004-2008,3,0,3
210596, Lagoa Grande do Maranhão,21,CL,2004-2008,25,17,42
210598, Lajeado Novo,21,CL,2004-2008,9,5,14
210600, Lima Campos,21,CL,2004-2008,8,4,12
210610, Loreto,21,CL,2004-2008,3,2,5
210620, Luís Domingues,21,CL,2004-2008,10,50,60
210630, Magalhães de Almeida,21,CL,2004-2008,1,1,2
210632, Maracaçumé,21,CL,2004-2008,3,79,82
210635, Marajá do Sena,21,CL,2004-2008,69,9,78
210637, Maranhãozinho,21,CL,2004-2008,11,50,61
210640, Mata Roma,21,CL,2004-2008,0,1,1
210650, Matinha,21,CL,2004-2008,1,1,2
210663, Matões do Norte,21,CL,2004-2008,2,1,3
210670, Mirador,21,CL,2004-2008,77,42,119
210675, Miranda do Norte,21,CL,2004-2008,5,19,24
210680, Mirinzal,21,CL,2004-2008,10,15,25
210690, Monção,21,CL,2004-2008,4,1,5
210700, Montes Altos,21,CL,2004-2008,39,34,73
210710, Morros,21,CL,2004-2008,45,15,60
210725, Nova Colinas,21,CL,2004-2008,6,3,9
210730, Nova Iorque,21,CL,2004-2008,4,0,4
210735, Nova Olinda do Maranhão,21,CL,2004-2008,9,8,17
210740, Olho d'Água das Cunhãs,21,CL,2004-2008,7,5,12
210745, Olinda Nova do Maranhão,21,CL,2004-2008,4,3,7
210750, Paço do Lumiar,21,CL,2004-2008,9,2,11
210760, Palmeirândia,21,CL,2004-2008,22,2,24
210770, Paraibano,21,CL,2004-2008,26,70,96
210800, Pastos Bons,21,CL,2004-2008,20,24,44
210810, Paulo Ramos,21,CL,2004-2008,131,84,215
210820, Pedreiras,21,CL,2004-2008,4,30,34
210825, Pedro do Rosário,21,CL,2004-2008,36,6,42
210830, Penalva,21,CL,2004-2008,3,6,9
210840, Peri Mirim,21,CL,2004-2008,2,1,3
210845, Peritoró,21,CL,2004-2008,12,8,20
210850, Pindaré-Mirim,21,CL,2004-2008,9,24,33
210860, Pinheiro,21,CL,2004-2008,34,41,75
210870, Pio XII,21,CL,2004-2008,6,9,15
210880, Pirapemas,21,CL,2004-2008,10,2,12
210890, Poção de Pedras,21,CL,2004-2008,39,8,47
210900, Porto Franco,21,CL,2004-2008,12,17,29
210905, Porto Rico do Maranhão,21,CL,2004-2008,27,1,28
210910, Presidente Dutra,21,CL,2004-2008,16,47,63
210920, Presidente Juscelino,21,CL,2004-2008,18,10,28
210923, Presidente Médici,21,CL,2004-2008,8,21,29
210927, Presidente Sarney,21,CL,2004-2008,11,3,14
210930, Presidente Vargas,21,CL,2004-2008,25,16,41
210940, Primeira Cruz,21,CL,2004-2008,1,0,1
210945, Raposa,21,CL,2004-2008,1,1,2
210950, Riachão,21,CL,2004-2008,31,43,74
210955, Ribamar Fiquene,21,CL,2004-2008,8,4,12
210960, Rosário,21,CL,2004-2008,46,34,80
210970, Sambaíba,21,CL,2004-2008,4,4,8
210975, Santa Filomena do Maranhão,21,CL,2004-2008,6,3,9
210980, Santa Helena,21,CL,2004-2008,8,16,24
210990, Santa Inês,21,CL,2004-2008,10,52,62
211000, Santa Luzia,21,CL,2004-2008,328,67,395
211003, Santa Luzia do Paruá,21,CL,2004-2008,30,33,63
211020, Santa Rita,21,CL,2004-2008,10,5,15
211027, Santo Amaro do Maranhão,21,CL,2004-2008,0,1,1
211030, Santo Antônio dos Lopes,21,CL,2004-2008,20,18,38
211050, São Bento,21,CL,2004-2008,2,5,7
211065, São Domingos do Azeitão,21,CL,2004-2008,5,12,17
211070, São Domingos do Maranhão,21,CL,2004-2008,90,97,187
211080, São Félix de Balsas,21,CL,2004-2008,13,2,15
211085, São Francisco do Brejão,21,CL,2004-2008,4,18,22
211102, São João do Carú,21,CL,2004-2008,91,26,117
211105, São João do Paraíso,21,CL,2004-2008,7,2,9
211107, São João do Soter,21,CL,2004-2008,19,17,36
211120, São José de Ribamar,21,CL,2004-2008,10,7,17
211125, São José dos Basílios,21,CL,2004-2008,7,5,12
211130, São Luís,21,CL,2004-2008,6,103,109
211140, São Luís Gonzaga do Maranhão,21,CL,2004-2008,27,13,40
211150, São Mateus do Maranhão,21,CL,2004-2008,2,1,3
211153, São Pedro da Água Branca,21,CL,2004-2008,0,29,29
211157, São Pedro dos Crentes,21,CL,2004-2008,4,3,7
211160, São Raimundo das Mangabeiras,21,CL,2004-2008,9,16,25
211163, São Raimundo do Doca Bezerra,21,CL,2004-2008,4,1,5
211167, São Roberto,21,CL,2004-2008,14,6,20
211172, Satubinha,21,CL,2004-2008,3,0,3
211174, Senador Alexandre Costa,21,CL,2004-2008,12,18,30
211176, Senador La Rocque,21,CL,2004-2008,34,43,77
211178, Serrano do Maranhão,21,CL,2004-2008,4,0,4
211180, Sítio Novo,21,CL,2004-2008,33,14,47
211190, Sucupira do Norte,21,CL,2004-2008,35,32,67
211200, Tasso Fragoso,21,CL,2004-2008,2,1,3
211210, Timbiras,21,CL,2004-2008,11,25,36
211223, Trizidela do Vale,21,CL,2004-2008,8,31,39
211227, Tufilândia,21,CL,2004-2008,10,4,14
211230, Tuntum,21,CL,2004-2008,18,15,33
211240, Turiaçu,21,CL,2004-2008,111,20,131
211245, Turilândia,21,CL,2004-2008,30,16,46
211260, Urbano Santos,21,CL,2004-2008,1,1,2
211270, Vargem Grande,21,CL,2004-2008,33,43,76
211280, Viana,21,CL,2004-2008,16,5,21
211285, Vila Nova dos Martírios,21,CL,2004-2008,2,12,14
211290, Vitória do Mearim,21,CL,2004-2008,10,4,14
211300, Vitorino Freire,21,CL,2004-2008,35,55,90
211400, Zé Doca,21,CL,2004-2008,110,84,194
231340, Tianguá,23,CL,2004-2008,1,0,1
250400, Campina Grande,25,CL,2004-2008,0,1,1
261040, Parnamirim,26,CL,2004-2008,1,0,1
310550, Barão de Monte Alto,31,CL,2004-2008,1,0,1
330455, Rio de Janeiro,33,CL,2004-2008,NA,NA,1
351000, Cândido Mota,35,CL,2004-2008,0,1,1
352940, Mauá,35,CL,2004-2008,0,1,1
353280, Nova Aliança,35,CL,2004-2008,0,1,1
355030, São Paulo,35,CL,2004-2008,0,2,2
410210, Astorga,41,CL,2004-2008,0,1,1
410785, Flor da Serra do Sul,41,CL,2004-2008,0,1,1
411790, Palotina,41,CL,2004-2008,0,1,1
420470, Cunha Porã,42,CL,2004-2008,0,1,1
420690, Ibirama,42,CL,2004-2008,0,1,1
421720, São Miguel do Oeste,42,CL,2004-2008,0,1,1
421820, Timbó,42,CL,2004-2008,NA,NA,1
431340, Novo Hamburgo,43,CL,2004-2008,NA,NA,1
500270, Campo Grande,50,CL,2004-2008,0,1,1
500330, Coxim,50,CL,2004-2008,0,1,1
510010, Acorizal,51,CL,2004-2008,4,5,9
510020, Água Boa,51,CL,2004-2008,25,34,59
510025, Alta Floresta,51,CL,2004-2008,100,250,350
510030, Alto Araguaia,51,CL,2004-2008,18,43,61
510035, Alto Boa Vista,51,CL,2004-2008,55,67,122
510040, Alto Garças,51,CL,2004-2008,0,7,7
510050, Alto Paraguai,51,CL,2004-2008,14,44,58
510060, Alto Taquari,51,CL,2004-2008,3,19,22
510080, Apiacás,51,CL,2004-2008,28,46,74
510100, Araguaiana,51,CL,2004-2008,8,19,27
510120, Araguainha,51,CL,2004-2008,2,6,8
510125, Araputanga,51,CL,2004-2008,30,28,58
510130, Arenápolis,51,CL,2004-2008,10,83,93
510140, Aripuanã,51,CL,2004-2008,123,164,287
510170, Barra do Bugres,51,CL,2004-2008,35,79,114
510180, Barra do Garças,51,CL,2004-2008,48,164,212
510185, Bom Jesus do Araguaia,51,CL,2004-2008,78,25,103
510190, Brasnorte,51,CL,2004-2008,181,158,339
510250, Cáceres,51,CL,2004-2008,46,85,131
510260, Campinápolis,51,CL,2004-2008,169,54,223
510263, Campo Novo do Parecis,51,CL,2004-2008,71,100,171
510267, Campo Verde,51,CL,2004-2008,68,64,132
510268, Campos de Júlio,51,CL,2004-2008,16,20,36
510269, Canabrava do Norte,51,CL,2004-2008,77,115,192
510270, Canarana,51,CL,2004-2008,85,69,154
510279, Carlinda,51,CL,2004-2008,71,37,108
510285, Castanheira,51,CL,2004-2008,91,55,146
510300, Chapada dos Guimarães,51,CL,2004-2008,42,16,58
510305, Cláudia,51,CL,2004-2008,46,170,216
510310, Cocalinho,51,CL,2004-2008,6,1,7
510320, Colíder,51,CL,2004-2008,52,104,156
510325, Colniza,51,CL,2004-2008,441,217,658
510330, Comodoro,51,CL,2004-2008,116,112,228
510335, Confresa,51,CL,2004-2008,83,56,139
510336, Conquista D'Oeste,51,CL,2004-2008,12,7,19
510337, Cotriguaçu,51,CL,2004-2008,271,109,380
510340, Cuiabá,51,CL,2004-2008,11,210,221
510343, Curvelândia,51,CL,2004-2008,10,3,13
510345, Denise,51,CL,2004-2008,8,7,15
510350, Diamantino,51,CL,2004-2008,61,78,139
510360, Dom Aquino,51,CL,2004-2008,4,24,28
510370, Feliz Natal,51,CL,2004-2008,143,205,348
510380, Figueirópolis D'Oeste,51,CL,2004-2008,6,5,11
510385, Gaúcha do Norte,51,CL,2004-2008,39,26,65
510390, General Carneiro,51,CL,2004-2008,68,66,134
510395, Glória D'Oeste,51,CL,2004-2008,0,5,5
510410, Guarantã do Norte,51,CL,2004-2008,144,227,371
510420, Guiratinga,51,CL,2004-2008,18,38,56
510450, Indiavaí,51,CL,2004-2008,4,4,8
510452, Ipiranga do Norte,51,CL,2004-2008,11,16,27
510454, Itanhangá,51,CL,2004-2008,17,20,37
510455, Itaúba,51,CL,2004-2008,59,125,184
510460, Itiquira,51,CL,2004-2008,23,13,36
510480, Jaciara,51,CL,2004-2008,5,29,34
510490, Jangada,51,CL,2004-2008,24,5,29
510500, Jauru,51,CL,2004-2008,5,14,19
510510, Juara,51,CL,2004-2008,119,213,332
510515, Juína,51,CL,2004-2008,188,365,553
510517, Juruena,51,CL,2004-2008,160,107,267
510520, Juscimeira,51,CL,2004-2008,21,11,32
510523, Lambari D'Oeste,51,CL,2004-2008,8,3,11
510525, Lucas do Rio Verde,51,CL,2004-2008,62,212,274
510530, Luciara,51,CL,2004-2008,0,3,3
510558, Marcelândia,51,CL,2004-2008,90,235,325
510560, Matupá,51,CL,2004-2008,57,94,151
510562, Mirassol d'Oeste,51,CL,2004-2008,11,28,39
510590, Nobres,51,CL,2004-2008,38,43,81
510600, Nortelândia,51,CL,2004-2008,20,38,58
510610, Nossa Senhora do Livramento,51,CL,2004-2008,26,4,30
510615, Nova Bandeirantes,51,CL,2004-2008,123,45,168
510620, Nova Brasilândia,51,CL,2004-2008,31,21,52
510621, Nova Canaã do Norte,51,CL,2004-2008,69,79,148
510880, Nova Guarita,51,CL,2004-2008,18,13,31
510618, Nova Lacerda,51,CL,2004-2008,32,20,52
510885, Nova Marilândia,51,CL,2004-2008,34,36,70
510890, Nova Maringá,51,CL,2004-2008,100,181,281
510895, Nova Monte Verde,51,CL,2004-2008,35,31,66
510622, Nova Mutum,51,CL,2004-2008,121,84,205
510617, Nova Nazaré,51,CL,2004-2008,2,1,3
510623, Nova Olímpia,51,CL,2004-2008,19,40,59
510619, Nova Santa Helena,51,CL,2004-2008,18,21,39
510624, Nova Ubiratã,51,CL,2004-2008,211,94,305
510625, Nova Xavantina,51,CL,2004-2008,21,59,80
510627, Novo Horizonte do Norte,51,CL,2004-2008,35,32,67
510626, Novo Mundo,51,CL,2004-2008,50,17,67
510631, Novo Santo Antônio,51,CL,2004-2008,3,4,7
510628, Novo São Joaquim,51,CL,2004-2008,18,38,56
510629, Paranaíta,51,CL,2004-2008,42,34,76
510630, Paranatinga,51,CL,2004-2008,160,105,265
510637, Pedra Preta,51,CL,2004-2008,17,24,41
510642, Peixoto de Azevedo,51,CL,2004-2008,187,171,358
510645, Planalto da Serra,51,CL,2004-2008,1,6,7
510650, Poconé,51,CL,2004-2008,14,10,24
510665, Pontal do Araguaia,51,CL,2004-2008,14,30,44
510670, Ponte Branca,51,CL,2004-2008,3,12,15
510675, Pontes e Lacerda,51,CL,2004-2008,38,65,103
510677, Porto Alegre do Norte,51,CL,2004-2008,12,44,56
510680, Porto dos Gaúchos,51,CL,2004-2008,53,70,123
510682, Porto Esperidião,51,CL,2004-2008,10,5,15
510685, Porto Estrela,51,CL,2004-2008,6,6,12
510700, Poxoréo,51,CL,2004-2008,45,72,117
510704, Primavera do Leste,51,CL,2004-2008,46,226,272
510706, Querência,51,CL,2004-2008,13,23,36
510715, Reserva do Cabaçal,51,CL,2004-2008,9,11,20
510718, Ribeirão Cascalheira,51,CL,2004-2008,20,33,53
510719, Ribeirãozinho,51,CL,2004-2008,4,15,19
510720, Rio Branco,51,CL,2004-2008,0,1,1
510757, Rondolândia,51,CL,2004-2008,26,4,30
510760, Rondonópolis,51,CL,2004-2008,34,182,216
510770, Rosário Oeste,51,CL,2004-2008,23,23,46
510775, Salto do Céu,51,CL,2004-2008,11,3,14
510724, Santa Carmem,51,CL,2004-2008,22,82,104
510774, Santa Cruz do Xingu,51,CL,2004-2008,10,12,22
510776, Santa Rita do Trivelato,51,CL,2004-2008,36,21,57
510777, Santa Terezinha,51,CL,2004-2008,30,6,36
510726, Santo Afonso,51,CL,2004-2008,28,19,47
510779, Santo Antônio do Leste,51,CL,2004-2008,12,6,18
510780, Santo Antônio do Leverger,51,CL,2004-2008,14,5,19
510785, São Félix do Araguaia,51,CL,2004-2008,51,16,67
510729, São José do Povo,51,CL,2004-2008,8,2,10
510730, São José do Rio Claro,51,CL,2004-2008,111,220,331
510735, São José do Xingu,51,CL,2004-2008,14,31,45
510710, São José dos Quatro Marcos,51,CL,2004-2008,1,9,10
510740, São Pedro da Cipa,51,CL,2004-2008,1,3,4
510787, Sapezal,51,CL,2004-2008,32,50,82
510788, Serra Nova Dourada,51,CL,2004-2008,39,37,76
510790, Sinop,51,CL,2004-2008,166,816,982
510792, Sorriso,51,CL,2004-2008,157,387,544
510794, Tabaporã,51,CL,2004-2008,59,43,102
510795, Tangará da Serra,51,CL,2004-2008,60,235,295
510800, Tapurah,51,CL,2004-2008,83,162,245
510805, Terra Nova do Norte,51,CL,2004-2008,62,59,121
510810, Tesouro,51,CL,2004-2008,5,21,26
510820, Torixoréu,51,CL,2004-2008,7,11,18
510830, União do Sul,51,CL,2004-2008,45,48,93
510835, Vale de São Domingos,51,CL,2004-2008,3,2,5
510840, Várzea Grande,51,CL,2004-2008,2,113,115
510850, Vera,51,CL,2004-2008,71,177,248
510550, Vila Bela da Santíssima Trindade,51,CL,2004-2008,14,7,21
510860, Vila Rica,51,CL,2004-2008,44,54,98
520170, Aragarças,52,CL,2004-2008,1,3,4
520725, Doverlândia,52,CL,2004-2008,4,0,4
520870, Goiânia,52,CL,2004-2008,1,2,3
521220, Jussara,52,CL,2004-2008,0,1,1
521405, Mundo Novo,52,CL,2004-2008,1,0,1
150410, Magalhães Barata,15,CL,2004-2008,4,0,4
150570, Ponta de Pedras,15,CL,2004-2008,1,0,1
150635, Santa Bárbara do Pará,15,CL,2004-2008,1,1,2
160025, Itaubal,16,CL,2004-2008,3,0,3
170765, Figueirópolis,17,CL,2004-2008,0,1,1
170980, Ipueiras,17,CL,2004-2008,3,0,3
171180, Juarina,17,CL,2004-2008,0,1,1
171195, Lagoa do Tocantins,17,CL,2004-2008,1,0,1
171900, Santa Tereza do Tocantins,17,CL,2004-2008,1,4,5
172093, Taipas do Tocantins,17,CL,2004-2008,0,1,1
172097, Talismã,17,CL,2004-2008,1,0,1
210100, Arari,21,CL,2004-2008,0,1,1
211100, São João Batista,21,CL,2004-2008,0,1,1
211170, São Vicente Ferrer,21,CL,2004-2008,0,1,1
211220, Timon,21,CL,2004-2008,0,1,1
230410, Crateús,23,CL,2004-2008,0,1,1
251390, São Bento,25,CL,2004-2008,NA,NA,1
310620, Belo Horizonte,31,CL,2004-2008,0,1,1
355430, Teodoro Sampaio,35,CL,2004-2008,0,1,1
410050, Altônia,41,CL,2004-2008,0,1,1
410150, Arapongas,41,CL,2004-2008,0,1,1
420460, Criciúma,42,CL,2004-2008,0,1,1
430510, Caxias do Sul,43,CL,2004-2008,0,1,1
431560, Rio Grande,43,CL,2004-2008,0,1,1
521375, Montividiu,52,CL,2004-2008,0,1,1
110001, Alta Floresta D'Oeste,11,CL,2015-2019,76,30,106
110037, Alto Alegre dos Parecis,11,CL,2015-2019,86,31,117
110040, Alto Paraíso,11,CL,2015-2019,34,19,53
110034, Alvorada D'Oeste,11,CL,2015-2019,19,19,38
110002, Ariquemes,11,CL,2015-2019,62,175,237
110045, Buritis,11,CL,2015-2019,47,38,85
110003, Cabixi,11,CL,2015-2019,14,8,22
110060, Cacaulândia,11,CL,2015-2019,14,11,25
110004, Cacoal,11,CL,2015-2019,88,125,213
110070, Campo Novo de Rondônia,11,CL,2015-2019,52,22,74
110080, Candeias do Jamari,11,CL,2015-2019,45,22,67
110090, Castanheiras,11,CL,2015-2019,18,15,33
110005, Cerejeiras,11,CL,2015-2019,11,33,44
110092, Chupinguaia,11,CL,2015-2019,69,49,118
110006, Colorado do Oeste,11,CL,2015-2019,19,30,49
110007, Corumbiara,11,CL,2015-2019,43,12,55
110008, Costa Marques,11,CL,2015-2019,67,54,121
110094, Cujubim,11,CL,2015-2019,59,77,136
110009, Espigão D'Oeste,11,CL,2015-2019,139,105,244
110100, Governador Jorge Teixeira,11,CL,2015-2019,43,4,47
110010, Guajará-Mirim,11,CL,2015-2019,36,52,88
110110, Itapuã do Oeste,11,CL,2015-2019,6,7,13
110011, Jaru,11,CL,2015-2019,43,41,84
110012, Ji-Paraná,11,CL,2015-2019,65,140,205
110013, Machadinho D'Oeste,11,CL,2015-2019,119,93,212
110120, Ministro Andreazza,11,CL,2015-2019,17,9,26
110130, Mirante da Serra,11,CL,2015-2019,25,11,36
110140, Monte Negro,11,CL,2015-2019,45,11,56
110014, Nova Brasilândia D'Oeste,11,CL,2015-2019,38,7,45
110033, Nova Mamoré,11,CL,2015-2019,106,19,125
110143, Nova União,11,CL,2015-2019,11,1,12
110050, Novo Horizonte do Oeste,11,CL,2015-2019,29,3,32
110015, Ouro Preto do Oeste,11,CL,2015-2019,18,21,39
110145, Parecis,11,CL,2015-2019,50,15,65
110018, Pimenta Bueno,11,CL,2015-2019,95,151,246
110146, Pimenteiras do Oeste,11,CL,2015-2019,3,2,5
110020, Porto Velho,11,CL,2015-2019,273,440,713
110025, Presidente Médici,11,CL,2015-2019,21,18,39
110147, Primavera de Rondônia,11,CL,2015-2019,8,2,10
110026, Rio Crespo,11,CL,2015-2019,16,2,18
110028, Rolim de Moura,11,CL,2015-2019,43,214,257
110029, Santa Luzia D'Oeste,11,CL,2015-2019,28,19,47
110148, São Felipe D'Oeste,11,CL,2015-2019,10,8,18
110149, São Francisco do Guaporé,11,CL,2015-2019,94,54,148
110032, São Miguel do Guaporé,11,CL,2015-2019,86,18,104
110150, Seringueiras,11,CL,2015-2019,30,9,39
110155, Teixeirópolis,11,CL,2015-2019,6,0,6
110160, Theobroma,11,CL,2015-2019,18,6,24
110170, Urupá,11,CL,2015-2019,10,4,14
110175, Vale do Anari,11,CL,2015-2019,17,5,22
110180, Vale do Paraíso,11,CL,2015-2019,20,8,28
110030, Vilhena,11,CL,2015-2019,116,323,439
110000, Município ignorado - RO,11,CL,2015-2019,1,0,1
120001, Acrelândia,12,CL,2015-2019,44,27,71
120005, Assis Brasil,12,CL,2015-2019,248,145,393
120010, Brasiléia,12,CL,2015-2019,241,140,381
120013, Bujari,12,CL,2015-2019,85,20,105
120017, Capixaba,12,CL,2015-2019,162,56,218
120020, Cruzeiro do Sul,12,CL,2015-2019,121,145,266
120025, Epitaciolândia,12,CL,2015-2019,90,143,233
120030, Feijó,12,CL,2015-2019,198,72,270
120032, Jordão,12,CL,2015-2019,48,23,71
120033, Mâncio Lima,12,CL,2015-2019,110,65,175
120034, Manoel Urbano,12,CL,2015-2019,97,49,146
120035, Marechal Thaumaturgo,12,CL,2015-2019,153,37,190
120038, Plácido de Castro,12,CL,2015-2019,38,151,189
120080, Porto Acre,12,CL,2015-2019,49,25,74
120039, Porto Walter,12,CL,2015-2019,40,23,63
120040, Rio Branco,12,CL,2015-2019,337,700,1037
120042, Rodrigues Alves,12,CL,2015-2019,34,17,51
120043, Santa Rosa do Purus,12,CL,2015-2019,44,46,90
120050, Sena Madureira,12,CL,2015-2019,362,133,495
120045, Senador Guiomard,12,CL,2015-2019,33,41,74
120060, Tarauacá,12,CL,2015-2019,63,30,93
120070, Xapuri,12,CL,2015-2019,452,6,458
120000, Município ignorado - AC,12,CL,2015-2019,0,1,1
130002, Alvarães,13,CL,2015-2019,0,5,5
130006, Amaturá,13,CL,2015-2019,2,3,5
130008, Anamã,13,CL,2015-2019,6,1,7
130010, Anori,13,CL,2015-2019,0,6,6
130014, Apuí,13,CL,2015-2019,48,50,98
130020, Atalaia do Norte,13,CL,2015-2019,43,33,76
130030, Autazes,13,CL,2015-2019,51,32,83
130040, Barcelos,13,CL,2015-2019,30,53,83
130050, Barreirinha,13,CL,2015-2019,68,15,83
130060, Benjamin Constant,13,CL,2015-2019,4,14,18
130063, Beruri,13,CL,2015-2019,2,1,3
130068, Boa Vista do Ramos,13,CL,2015-2019,10,6,16
130070, Boca do Acre,13,CL,2015-2019,146,102,248
130080, Borba,13,CL,2015-2019,51,5,56
130083, Caapiranga,13,CL,2015-2019,14,10,24
130090, Canutama,13,CL,2015-2019,29,11,40
130100, Carauari,13,CL,2015-2019,9,45,54
130110, Careiro,13,CL,2015-2019,17,7,24
130115, Careiro da Várzea,13,CL,2015-2019,4,1,5
130120, Coari,13,CL,2015-2019,9,22,31
130130, Codajás,13,CL,2015-2019,1,3,4
130140, Eirunepé,13,CL,2015-2019,70,67,137
130150, Envira,13,CL,2015-2019,40,130,170
130160, Fonte Boa,13,CL,2015-2019,4,1,5
130165, Guajará,13,CL,2015-2019,27,23,50
130170, Humaitá,13,CL,2015-2019,108,90,198
130180, Ipixuna,13,CL,2015-2019,32,22,54
130185, Iranduba,13,CL,2015-2019,21,6,27
130190, Itacoatiara,13,CL,2015-2019,308,78,386
130195, Itamarati,13,CL,2015-2019,4,3,7
130200, Itapiranga,13,CL,2015-2019,5,12,17
130210, Japurá,13,CL,2015-2019,6,7,13
130220, Juruá,13,CL,2015-2019,1,4,5
130230, Jutaí,13,CL,2015-2019,2,3,5
130240, Lábrea,13,CL,2015-2019,53,131,184
130250, Manacapuru,13,CL,2015-2019,53,46,99
130255, Manaquiri,13,CL,2015-2019,1,1,2
130260, Manaus,13,CL,2015-2019,912,1389,2301
130270, Manicoré,13,CL,2015-2019,108,40,148
130280, Maraã,13,CL,2015-2019,3,4,7
130290, Maués,13,CL,2015-2019,81,52,133
130300, Nhamundá,13,CL,2015-2019,46,35,81
130310, Nova Olinda do Norte,13,CL,2015-2019,22,23,45
130320, Novo Airão,13,CL,2015-2019,32,27,59
130330, Novo Aripuanã,13,CL,2015-2019,33,52,85
130340, Parintins,13,CL,2015-2019,37,25,62
130350, Pauini,13,CL,2015-2019,56,59,115
130353, Presidente Figueiredo,13,CL,2015-2019,811,169,980
130356, Rio Preto da Eva,13,CL,2015-2019,864,92,956
130360, Santa Isabel do Rio Negro,13,CL,2015-2019,34,19,53
130370, Santo Antônio do Içá,13,CL,2015-2019,3,6,9
130380, São Gabriel da Cachoeira,13,CL,2015-2019,31,99,130
130390, São Paulo de Olivença,13,CL,2015-2019,3,9,12
130395, São Sebastião do Uatumã,13,CL,2015-2019,9,5,14
130400, Silves,13,CL,2015-2019,43,7,50
130406, Tabatinga,13,CL,2015-2019,3,20,23
130410, Tapauá,13,CL,2015-2019,17,22,39
130420, Tefé,13,CL,2015-2019,12,14,26
130423, Tonantins,13,CL,2015-2019,5,15,20
130426, Uarini,13,CL,2015-2019,3,11,14
130430, Urucará,13,CL,2015-2019,8,10,18
130440, Urucurituba,13,CL,2015-2019,2,3,5
140005, Alto Alegre,14,CL,2015-2019,96,11,107
140002, Amajari,14,CL,2015-2019,66,4,70
140010, Boa Vista,14,CL,2015-2019,9,415,424
140015, Bonfim,14,CL,2015-2019,6,5,11
140017, Cantá,14,CL,2015-2019,26,15,41
140020, Caracaraí,14,CL,2015-2019,22,22,44
140023, Caroebe,14,CL,2015-2019,134,87,221
140028, Iracema,14,CL,2015-2019,17,21,38
140030, Mucajaí,14,CL,2015-2019,15,9,24
140045, Pacaraima,14,CL,2015-2019,37,90,127
140047, Rorainópolis,14,CL,2015-2019,68,75,143
140050, São João da Baliza,14,CL,2015-2019,37,42,79
140060, São Luiz,14,CL,2015-2019,16,14,30
140070, Uiramutã,14,CL,2015-2019,58,10,68
140000, Município ignorado - RR,14,CL,2015-2019,1,0,1
150010, Abaetetuba,15,CL,2015-2019,15,6,21
150013, Abel Figueiredo,15,CL,2015-2019,12,33,45
150020, Acará,15,CL,2015-2019,29,7,36
150030, Afuá,15,CL,2015-2019,27,1,28
150034, Água Azul do Norte,15,CL,2015-2019,18,19,37
150040, Alenquer,15,CL,2015-2019,133,125,258
150050, Almeirim,15,CL,2015-2019,130,40,170
150060, Altamira,15,CL,2015-2019,173,304,477
150070, Anajás,15,CL,2015-2019,11,1,12
150080, Ananindeua,15,CL,2015-2019,0,17,17
150085, Anapu,15,CL,2015-2019,229,66,295
150090, Augusto Corrêa,15,CL,2015-2019,34,4,38
150095, Aurora do Pará,15,CL,2015-2019,19,6,25
150100, Aveiro,15,CL,2015-2019,46,11,57
150110, Bagre,15,CL,2015-2019,97,22,119
150120, Baião,15,CL,2015-2019,70,5,75
150125, Bannach,15,CL,2015-2019,11,9,20
150130, Barcarena,15,CL,2015-2019,11,8,19
150140, Belém,15,CL,2015-2019,4,31,35
150145, Belterra,15,CL,2015-2019,84,30,114
150150, Benevides,15,CL,2015-2019,0,9,9
150157, Bom Jesus do Tocantins,15,CL,2015-2019,15,21,36
150160, Bonito,15,CL,2015-2019,14,7,21
150170, Bragança,15,CL,2015-2019,109,28,137
150172, Brasil Novo,15,CL,2015-2019,190,84,274
150175, Brejo Grande do Araguaia,15,CL,2015-2019,9,4,13
