geocode,municipio,uf,disease,period,zone,cases
130270, Manicoré,13,chagas,2015-2019,total,1
130280, Maraã,13,chagas,2015-2019,total,1
130310, Nova Olinda do Norte,13,chagas,2015-2019,total,4
130340, Parintins,13,chagas,2015-2019,total,1
130390, São Paulo de Olivença,13,chagas,2015-2019,total,1
130420, Tefé,13,chagas,2015-2019,total,1
130426, Uarini,13,chagas,2015-2019,total,7
140010, Boa Vista,14,chagas,2015-2019,total,2
140020, Caracaraí,14,chagas,2015-2019,total,2
150010, Abaetetuba,15,chagas,2015-2019,total,152
150020, Acará,15,chagas,2015-2019,total,41
150030, Afuá,15,chagas,2015-2019,total,19
150034, Água Azul do Norte,15,chagas,2015-2019,total,1
150040, Alenquer,15,chagas,2015-2019,total,3
150060, Altamira,15,chagas,2015-2019,total,1
150070, Anajás,15,chagas,2015-2019,total,21
150080, Ananindeua,15,chagas,2015-2019,total,40
150090, Augusto Corrêa,15,chagas,2015-2019,total,3
150095, Aurora do Pará,15,chagas,2015-2019,total,2
150110, Bagre,15,chagas,2015-2019,total,47
150120, Baião,15,chagas,2015-2019,total,3
150130, Barcarena,15,chagas,2015-2019,total,86
150140, Belém,15,chagas,2015-2019,total,159
150150, Benevides,15,chagas,2015-2019,total,10
150170, Bragança,15,chagas,2015-2019,total,10
150178, Breu Branco,15,chagas,2015-2019,total,1
150180, Breves,15,chagas,2015-2019,total,202
150190, Bujaru,15,chagas,2015-2019,total,26
150210, Cametá,15,chagas,2015-2019,total,101
150230, Capitão Poço,15,chagas,2015-2019,total,1
150240, Castanhal,15,chagas,2015-2019,total,5
150280, Curralinho,15,chagas,2015-2019,total,42
150285, Curuá,15,chagas,2015-2019,total,2
150307, Garrafão do Norte,15,chagas,2015-2019,total,2
150310, Gurupá,15,chagas,2015-2019,total,6
150320, Igarapé-Açu,15,chagas,2015-2019,total,1
150330, Igarapé-Miri,15,chagas,2015-2019,total,62
150340, Inhangapi,15,chagas,2015-2019,total,1
150345, Ipixuna do Pará,15,chagas,2015-2019,total,1
150350, Irituia,15,chagas,2015-2019,total,2
150375, Jacareacanga,15,chagas,2015-2019,total,1
150390, Juruti,15,chagas,2015-2019,total,2
150400, Limoeiro do Ajuru,15,chagas,2015-2019,total,67
150410, Magalhães Barata,15,chagas,2015-2019,total,1
150420, Marabá,15,chagas,2015-2019,total,2
150442, Marituba,15,chagas,2015-2019,total,8
150450, Melgaço,15,chagas,2015-2019,total,29
150460, Mocajuba,15,chagas,2015-2019,total,3
150470, Moju,15,chagas,2015-2019,total,17
150490, Muaná,15,chagas,2015-2019,total,53
150506, Novo Repartimento,15,chagas,2015-2019,total,4
150520, Oeiras do Pará,15,chagas,2015-2019,total,25
150530, Oriximiná,15,chagas,2015-2019,total,1
150540, Ourém,15,chagas,2015-2019,total,1
150548, Pacajá,15,chagas,2015-2019,total,1
150550, Paragominas,15,chagas,2015-2019,total,5
150570, Ponta de Pedras,15,chagas,2015-2019,total,5
150580, Portel,15,chagas,2015-2019,total,7
150600, Prainha,15,chagas,2015-2019,total,3
150620, Salinópolis,15,chagas,2015-2019,total,1
150635, Santa Bárbara do Pará,15,chagas,2015-2019,total,3
150680, Santarém,15,chagas,2015-2019,total,24
150700, Santo Antônio do Tauá,15,chagas,2015-2019,total,1
150720, São Domingos do Capim,15,chagas,2015-2019,total,25
150760, São Miguel do Guamá,15,chagas,2015-2019,total,5
150770, São Sebastião da Boa Vista,15,chagas,2015-2019,total,36
150795, Tailândia,15,chagas,2015-2019,total,1
150800, Tomé-Açu,15,chagas,2015-2019,total,2
150803, Tracuateua,15,chagas,2015-2019,total,2
150810, Tucuruí,15,chagas,2015-2019,total,5
150830, Viseu,15,chagas,2015-2019,total,1
160030, Macapá,16,chagas,2015-2019,total,64
160040, Mazagão,16,chagas,2015-2019,total,4
160060, Santana,16,chagas,2015-2019,total,20
160070, Tartarugalzinho,16,chagas,2015-2019,total,1
170110, Aparecida do Rio Negro,17,chagas,2015-2019,total,11
170210, Araguaína,17,chagas,2015-2019,total,11
170220, Araguatins,17,chagas,2015-2019,total,1
170550, Colinas do Tocantins,17,chagas,2015-2019,total,1
170600, Couto Magalhães,17,chagas,2015-2019,total,1
170930, Guaraí,17,chagas,2015-2019,total,3
172010, São Bento do Tocantins,17,chagas,2015-2019,total,1
210020, Alcântara,21,chagas,2015-2019,total,1
210530, Imperatriz,21,chagas,2015-2019,total,1
210760, Palmeirândia,21,chagas,2015-2019,total,1
210825, Pedro do Rosário,21,chagas,2015-2019,total,20
210860, Pinheiro,21,chagas,2015-2019,total,3
211020, Santa Rita,21,chagas,2015-2019,total,1
211240, Turiaçu,21,chagas,2015-2019,total,1
211245, Turilândia,21,chagas,2015-2019,total,11
510343, Curvelândia,51,chagas,2015-2019,total,1
510625, Nova Xavantina,51,chagas,2015-2019,total,1
510760, Rondonópolis,51,chagas,2015-2019,total,1
510790, Sinop,51,chagas,2015-2019,total,1
